Text,Label,Score,text_cleaned
"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",anger,0.604,people need way escapeescape whatthis corrupted worldthis reality jokethis fury constant pain amp stresswe need vacation
I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 😑,anger,0.604,love black people really really do people really irritate living hell outta cause different
I don't talk about politics because people nowadays get offended easily!,anger,0.479,not talk politics people nowadays offended easily
@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either,anger,0.468,oh yeah hate air raid not like oregonbaylor offense not fan ole miss
"@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.",anger,0.604,not received verification email asked resent time nothing
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly,anger,0.604,unbelievable take minute fault hang treatcustomersfairly
"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go",anger,0.604,justification shooting provocation person bad history justification not way
I genuinely think I have anger issues,anger,0.604,genuinely think anger issue
@judy_that Im honestly offended,anger,0.604,im honestly offended
Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter,anger,0.604,michelle worst player bb history bb bbfinale bitter
I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄,anger,0.604,annoyedsad youtube burning ground
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger,0.604,tell happy anniversary u not happy bitter ampalaya paitpaitanangpeg
Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer ,anger,0.604,just paid chicken did not go dollar customer
"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour",anger,0.596,forget live cancelled program allow extend people outrage behaviour
When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger,0.604,rudely say woman long hair inner feminist try not rage
"Absolutely raging at the changes to CAS, what a joke",anger,0.604,absolutely raging change ca joke
Girls irritate me so much lol,anger,0.527,girl irritate lol
@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,anger,0.604,i waiting figure like real quick irritation
@xxmariab listen yh don't provoke me cos I'll make you cry,anger,0.604,listen yh not provoke co make
@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger,0.447,did pizza fail hungry furious hangry
Bloody parking ticket 😒💸 ,anger,0.583,bloody parking ticket
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger,0.583,apparently contact me sofa meant delivered today old one gone sitting floor sofa
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger,0.583,sam yes have not helpful all need sorting asap promising stuff doe not happen
"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger,0.583,like rape apologist inadvertently make men sound like rabid mindless beast friend like these
And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger,0.583,got angry telling but doing year old guy looking girl like you felt offended
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,anger,0.583,shot black police woman typical looney toon thinking hillary divide chaos
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629,sex offense happens race culture creed amp castrated
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger,0.583,prudence suggests bump week viewed skepticism mediahrc axis angry
@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger,0.583,rabid dog ridden child eaten flesh fellow limb adult
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,anger,0.583,thing attacking hating worse make just like angry vengeful behavior detest
Delete this shit Josh just screenshotted my snap me,anger,0.583,delete shit josh just screenshotted snap
Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,0.583,make priority list thing outraged order outrage racism animalrights abortion cop
@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,anger,0.583,true just spitting venom bitter stripe like old man yelling porch
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming,anger,0.583,watch grey anatomy shonda rime take away og character fuming
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583,wonder happen tell people truth savage uhoh angry
"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger,0.583,loved like did love revenge
A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger,0.583,not turning up not surprised late work again
"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger,0.583,angry case amp unavoidable sudden excitement doe not sin albertbarnes
@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;),anger,0.583,ishit doe not begin fiery little demon straight hell
I am just so bitter today 😐,anger,0.583,just bitter today
@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger,0.5,white cop killing black people outrage that strange society that
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂,anger,0.583,team draw hat daily personality drugged angry yeller quiet screamer
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger,0.583,heading home cut grass heat wanna eat air conditioned pout adultingistheworst
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger,0.583,ooh god uugghh rage
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ ,anger,0.583,watch grey anatomy shonda rime take away og character
@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger,0.583,specific amp intentional way intention provoke conversation systemic racism black
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,anger,0.583,gave kendrick lamar eat barbecue him bitter
@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger,0.583,said talking will uncontrollable animal moving link comment not help
@alicehouston18 sorry I'm just angry my drone flew away,anger,0.583,sorry just angry drone flew away
@carefreeash_ id be fuming,anger,0.583,id fuming
@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,anger,0.562,shut hashtags cool offended
@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger,0.562,i know trusted me word soft ignored anger focused hurt beneath i know screwed up
I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,anger,0.562,wonder american city protest police shooting next smh whenwillitstop howmanymoretimes
Why mfs so bitter,anger,0.562,mf bitter
"im on holiday for the next round, fuming!",anger,0.562,im holiday round fuming
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,0.598,did miss fact burkeramsey swung amphit sister jonbenet face golf club previously fit anger
@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger,0.562,point voting trump push piece board game like angry toddler wreck everybody
"Like if you aggravate me constantly, byeeeeeeee",anger,0.562,like aggravate constantly byee
"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger,0.562,rip s black men womenchildren killed chicago outrage
Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger,0.562,inpouring letter dying subsist checking quaint virtuoso way fine huff l
hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger,0.562,hitting child discipline quite raging hypocrite not
sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger,0.562,sorry im bitter just want pure ur literally card set like time draw set likegt
@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger,0.562,king say doe not matter fact came w psycho don far affront
@JuliaHB1 Bloody right ,anger,0.562,bloody right
i have so much hw tonight im offended,anger,0.519,hw tonight im offended
Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562,like hello born laugh joke offended
"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger,0.562,outrage passed replaced mute fatalistic acceptance current situation fatalism
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger,0.562,wee pop sock falling inside shoe
and apparently he's supposed to have a Scottish accent??? I'm #offended,anger,0.562,apparently supposed scottish accent offended
"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",anger,0.562,seek conduct attack israel intended provoke reaction inflame feeling islamic world
Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!,anger,0.562,lost frequenciesjanieck devy reality gestort aber geil remix raging shoutdrive
@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger,0.562,miss outrage
"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,0.562,eyeforeye indian army forgives forgets revenge pakistan break law ia follows
Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger,0.562,worst juror ever michelle nicole biggest threat bb
luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger,0.562,luv seeing man scowl face walking protein shaker clenching fist immediately stop n suck dick
Fake people irritate me,anger,0.562,fake people irritate
Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,anger,0.562,said say now america really fortunate black people want equality not revenge
#Anger or #wrath is an intense emotional response.,anger,0.562,anger wrath intense emotional response
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger,0.562,aa right passage come n word insult church ignorant
if we let that in id be fuming poor keeping,anger,0.562,let id fuming poor keeping
"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,0.562,yeah seen floated online theory probably bitter stan ignore pet v vet crap
"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",anger,0.562,east wind blue summer durban s africa surfed got stung badly carefulla sting harm
@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,anger,0.562,wigan biggest club bitter
"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul",anger,0.556,perfect illusion know wa angry ladygaga iscalming mysoul
Candace &amp; her pout are getting right on my tits #GBBO,anger,0.562,candace amp pout getting right tit gbbo
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,anger,0.491,looking forward opened stuartspecial literally yelled tv
BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger,0.562,bang gordon brown accused abusing gazillion rabid parrot
"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",anger,0.562,petition nonmaghrebi poc stop buying couscous white grocery store boiling it not couscous trash
ESPN just assumed I wanted their free magazines #offended,anger,0.542,espn just assumed wanted free magazine offended
Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,anger,0.542,yo kid snap chat la amp high helium gas lmao like fuck lol
.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',anger,0.593,today proceeding entire process insult constituent
@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry,anger,0.542,sensing theme tho lol angry
@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended,anger,0.421,lowkey forgot twitter not follow im gonna offended
... flat party and I instantly get bollocked about it. ,anger,0.542,flat party instantly bollocked it
@everycolorbot more like every color looks the same #triggered #colorblind #offended,anger,0.542,like color look triggered colorblind offended
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  ,anger,0.517,straight people arse straight guy think mean threesome fine
"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.",anger,0.542,yes bad point racism lest provoke racist racist not like it
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger,0.542,left wanted play heavier game needed offense tho others
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",anger,0.542,hello nthe bigger bully crocodile tear bully act like offended victim
@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,anger,0.542,irish citizen boiling drinking water leaf foot firmly bog
Candice's pout is gonna take someone eye out mate! #GBBO,anger,0.542,candice pout gonna eye mate gbbo
I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,anger,0.542,weird grudge stingray killed steve irwin
@jwolfie_ why you gotta use the dark skin emoji #offended,anger,0.525,gotta use dark skin emoji offended
I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger,0.542,not saying like big foot like natural biological father say blood boiling cross
"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",anger,0.542,really really resent having bed sensible hour guy want talk people
"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",anger,0.542,incentivise people roam internet morally offended did not already
not to be That Person™ but i get bitter seeing some ravi stans,anger,0.542,not person bitter seeing ravi stans
"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",anger,0.542,amen personal mate just tired complaining fan relentless tirade misery
Michelle is one of the worst players in bb history #bb18 #bbfinale ,anger,0.542,michelle worst player bb history bb bbfinale
Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger,0.542,dear indiansit hard swallow try swallow bitter pillthat is pakistan number test cricket
"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",anger,0.542,little nose irritation little chill body not flu flu flu fallsongs
"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo",anger,0.542,real sjw not let america downni u usni let let inni rage loln
Connivers blind to existential fury,anger,0.542,connivers blind existential fury
guys irritate me,anger,0.542,guy irritate
#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,anger,0.542,firsttweetever sippin hotchocolate wondering finally gave lt haha hellootwitter it facebookisforfamily rage
@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger,0.542,doing directing anger thief government corruption feesmustfall
Need a new outlet for #rage,anger,0.542,need new outlet rage
@swagalini ive been through the denial and anger i am in pure acceptance,anger,0.491,ive denial anger pure acceptance
"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",anger,0.542,timid determined version rabid beast land growling beneath restrained breath rip
I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well,anger,0.542,not used pretty girl use curse word express anger just feel like little bit surprised turned
@TzumiXIV huff puff,anger,0.519,huff puff
Hell hath not fury like a hamstring cramp. #ouch,anger,0.542,hell hath not fury like hamstring cramp ouch
"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄",anger,0.542,actually arsed sister sometimes control tv time watch thing get huff
@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me,anger,0.542,expac wrath feel like proper evolution game
@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔,anger,0.542,happened suicide tweet joke obviously offend anyone
@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,anger,0.542,relentless echo chamber negative comment lot reverb typical bully behavior
when you find out the initiative isn't even a thing 😧 #revenge,anger,0.542,initiative not thing revenge
@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY,anger,0.542,jojo not midnight let rage wryy
"I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect",anger,0.521,happily rude people personally insult unprovoked deserve just good people deserve respect
That AK47 leave your spine with a frown,anger,0.521,ak leave spine frown
come on let's make em hate 😘make em pout they face 👿😩.,anger,0.521,come let make em hate make em pout face
Recommended reading: Prisoners of Hate by Aaron Beck #anger,anger,0.521,recommended reading prisoner hate aaron beck anger
@Alanafergusson snap meee,anger,0.521,snap mee
Forever angry that gh ruined Molly and morgan's bond/friendship ,anger,0.521,forever angry gh ruined molly morgan bondfriendship
#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown,anger,0.521,disgracefulesin resent men way reason all esinscountdown
@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,anger,0.521,accidetly dumped boiling water
"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. ",anger,0.521,smh remove ideologically bankrupt opportunistic establishment now burning bridge social contract
As usual disappointing #offense by @HoustonTexans ...#Texans,anger,0.458,usual disappointing offense texan
"@mdivincenzo9 he's stupid, I hate him lol ",anger,0.521,stupid hate lol
@PuseLepuru it's the irritation of not having found the corpse,anger,0.5,irritation not having corpse
never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,anger,0.521,make decision angry gtlt make promis happy
@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger,0.521,trump king relentless selfpromoters not rip else perfect match donalds
@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter,anger,0.517,cancelled cbs access live feed jc said vic won afp paulshould won imo bitter
whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,anger,0.415,i wanna adored brother alwayss sings i wanna dog instead just irritate
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,anger,0.521,looking forward opened stuartspecial literally yelled tv umbrage
I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage,anger,0.5660000000000001,not point reporting charlotte looting not explore looting business symbolizes outrage
@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,anger,0.521,taking feeling kei unfairly lip form frown try walk away
@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷,anger,0.521,left dad deal work soon felt wrath slipper
"Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger,0.521,leave there rulenimber carpet cleaning worsethananatomicbomb accidentlyspillbeeronthecarpet
@m_warner21 Yikes. The wrath of Maddie...,anger,0.521,yikes wrath maddie
@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.,anger,0.521,think came twitter not ruffle bush tuh
.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying,anger,0.521,insult sound like job done red job suppose justsaying
#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,anger,0.521,hudcomedy adamrowe insult slutfaceshlongnugget
I need some to help with my anger,anger,0.574,need help anger
"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter",anger,0.521,bring meech bridgette cry look you ugh bridgette bitter
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed,anger,0.521,hey folk sorry offensive got posted yesterday account got hacked fixed though hope annoyed
Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger,0.521,time remove cb team somehow screw it rip bandaid off sting bit it
Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,anger,0.373,candice pout get preposterous week week gone bit jack nicholson joker gbbo
@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec,anger,0.521,unfortunately not end there follower whichever candidate not elected throw tantrum winning elec
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂,anger,0.521,team draw hat daily personality drugged yeller quiet screamer
Candice's standing pout face aggravates me every week,anger,0.521,candice standing pout face aggravates week
Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩,anger,0.521,think really broke young bull hurt u tell bitter mad
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter,anger,0.521,yuuhh plus clin ep prevmed ugghh hahaha bitter
"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger,0.521,time man got paid throw temper tantrum speaks up gotta listen
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry",anger,0.521,heard thought ether ex just posted facebook pic snuggling said cat im just angry
don't provoke me after letting me down !,anger,0.521,not provoke letting
could never be a angry drunk lol yall weirdos just enjoy your time,anger,0.521,angry drunk lol yall weirdo just enjoy time
"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",anger,0.521,death road rage amp violation road despite widely accepted concept personal accountability driving
"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW",anger,0.5,oh good god quentin letts doing comedy turn angry bbctw
@Trump_Videos she looks completely #rabid @realDonaldTrump,anger,0.5,look completely rabid
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values,anger,0.5,inner conflict happens odds ourselves honor value priority innerconflict conflict value
"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen",anger,0.5,epipen public outrage occurs expand pap patient assistance progrm couponsrebates mylan epipen
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,anger,0.5,imagine twitter fume corbyn loses election smith lead labour worse result suggested corbyn imagine
"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin",anger,0.5,scared ruffle feather resorted writing cryptic code unclecamscabin
"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.",anger,0.5,did not think cadre not getting src deployment make cadre bitter ku tough macom
I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩,anger,0.5,miss doing care attacking face kiss foreveralone bitter
That grudge you're holding keeps making an appearance because #God wants you to deal with it.,anger,0.5,grudge holding keep making appearance god want deal it
@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.,anger,0.5,comparing akshay sir zandu balm insult akshay sir
🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,anger,0.5,anger acid harm vessel stored poured anger nnmark twain
"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen",anger,0.5,spend shimmy drink raging know gonna happen
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,anger,0.52,rage rage ep coming soon posted youtube youtubegaming rage
"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",anger,0.5,w gender bias indignant fancypants saddler daughter opt leather jacket thank much
When your sister is 19 and throws legitimate temper tantrums just to get attention..,anger,0.5,sister throw legitimate temper tantrum just attention
@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,anger,0.4,did pizza fail hungry hangry
This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,anger,0.5,provocation set curiosity entity feeding fuel fire speaking quatrain hmm america need vigilant
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,anger,0.5,quite response retaliation weiner getting revenge huma amp hillary clam diggingn allscumbags
I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,anger,0.5,guess bradangelina gt anger gt blacklivesmatter
Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do,anger,0.5,ex number time prank him revenge prank whatprankishoulddo seriously prank
"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12",anger,0.5,not despise lord discipline not resent rebuke lord discipline love proverb
Guy across from me in a really ugly suit cannot stop expressing his displeasure,anger,0.5,guy really ugly suit stop expressing displeasure
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,anger,0.5,moving clip youtube tonight vigil held tulsa metropolitan baptist church terencecruther justice anger sadness
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,anger,0.5,think scare coworkers eating like rabid animal break srry
@JuliaHB1 Bloody right #fume,anger,0.5,bloody right fume
@RoyEnglish roy as fiery,anger,0.5,roy fiery
Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,anger,0.5,puerto rican taino hair black nose gotta ruffle targeted feather
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ,anger,0.5,prudence suggests bump week viewed skepticism mediahrc axis
Listening to Joey really helps me and my anger.,anger,0.5,listening joey really help anger
@kerrybowen_ you have anger issues!,anger,0.5,anger issue
i can't believe they're all messing up my favourite of all bakes i feel personally offended,anger,0.5,believe messing favourite bakes feel personally offended
I think they may be #offended,anger,0.5,think offended
@ashleighjessica @zacflint1 I'd give that pout the firm D,anger,0.5,pout firm d
I am using twitter as a coping mechanism for raging out at this kid oops?,anger,0.5,using twitter coping mechanism raging kid oops
@AgentTinsley I believe that's what you call the fury of the righteous.,anger,0.5,believe fury righteous
Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,anger,0.484,ok just got called white devil train didnt know laugh offended
#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,anger,0.5,india revenge making new movie like phantom like ghuskmarenge indian army revenge
@cxmbeferre so you WOULDNT date me????? #offended,anger,0.494,wouldnt date me offended
Drop Snapchat names #bored #snap #swap #pics,anger,0.5,drop snapchat name bored snap swap pic
Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged,anger,0.479,damn offense mix bag unpredictable lethal weapon worried defense coordinator charger boltup recharged
the bee sting still suck i feel sick,anger,0.479,bee sting suck feel sick
I just love it when people make plans for me without actually including me in this process ,anger,0.479,just love people make plan actually including process
"@healeyraine I'm offended, I actually am",anger,0.479,offended actually
pressure does burst pipes 😭,anger,0.479,pressure doe burst pipe
"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄",anger,0.479,did not learn viral insult ballet stop trying wrongfully stick model pointe shoe
@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain,anger,0.479,sense taking wrath innocent people think police shot innocent man makeamericasafeagain
@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!,anger,0.479,sorry offend u griffin
@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,anger,0.479,indignant want world know obama putin just want aleppo syria
