Text,Label,text_cleaned,text_cleaned_t2e_vader
"Sleep always makes the pain go away. It might not be for long, but at least it's gone. ",1,sleep make pain away not long gone,"Sleep always make the pain go away. It might not be for long, but at least it is gone."
@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,1,used wrong fowl sorry disappointment killme,I used the wrong fowl sorry I am a disappointment please killme
"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ",1,having good day today terrible tomorrow just want remember good day easy forget,"I am having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It is so easy to forget"
When you’re so unbearably lonely that you want to die.,1,unbearably lonely want die,When you are so unbearably lonely that you want to die.
"Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you   ",1,tell pain fade maybe not want to thing connects,"Everyone tell me the pain will fade. Maybe I do not want it to, it is the only thing that still connects me to you"
"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming  one step at a time.",1,despite physically unwell past week mentally feeling strong right now genuinely excited opportunity kick make life overcoming step time,"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming one step at a time."
Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. ,1,laying bed pm yesterday therapy session hit harder thought would,Laying in bed at pm. Yesterday is therapy session hit me harder than I thought it would.
I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,1,feel like just waiting day day day closer life changing,I feel like I am just waiting for the day to be over to get to the next day so I will be one day closer to my life changing.
If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1,life goin continue bein boring definitely not ready,If my life is goin to continue bein this boring then am definitely not ready for
I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,1,screaming inside not know make stop,I am screaming in the inside and I do not know how to make it stop
Life can be so lonely sometimes.,1,life lonely sometimes,Life can be so lonely sometimes.
I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1,damned sick nearzero degree temperature xmas eve just want warm again,I am so damned sick of the near-zero degree temperature we have had since Xmas eve. I just want to be warm again..
Well i guess no clockwork for me ????,1,guess clockwork,Well i guess no clockwork for me ??
I need to work on being a stronger person emotionally ,1,need work stronger person emotionally,I need to work on being a stronger person emotionally
Well it's New Year's Eve now???? tbf I don't wanna celebrate it ever again :'( never EVER happy on NYE ???­ ,1,new year eve now tbf not wanna celebrate happy nye,Well it is New Year is Eve now?? tbf I do not wanna celebrate it ever again never EVER happy on NYE ??
"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1,here right like friend post message not share u need talk think know will kill,"Always here, right? I would like to see five of my friend post this message Not share to show u are always there if someone need to talk. I think I know who will. ?? kill ??"
"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1,god people victimize down like did you u jealous or life man like fkin,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me"
"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",1,feeling really today guy not posting dm open want chat,"Feeling really down today, guy ?? not posting much but my dm are open if anyone want to chat."
i just need for someone to rub my head tonight ...,1,just need rub head tonight,i just need for someone to rub my head tonight ..
Really wish the gym wasnt closed tomorrow ... ,1,really wish gym wasnt closed tomorrow,Really wish the gym wasnt closed tomorrow ..
Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1,day not feel like giving not loving hugging telling love enough really upset feel failure thing right feel wrong hurt alote,Some day I do not feel like I am giving my enough ?? I am not loving them enough hugging them enough telling them how much I love them Enough! And it really upset me to feel a failure at the one thing I should get so right and it often feel so wrong. Hurts alote
It always hurts to be the one who cared more ??,1,hurt cared,It always hurt to be the one who cared more ??
Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1,music refuge crawl space note curl loneliness,Music is my refuge. I can crawl into the space between the note and curl my back to loneliness.
Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  ,1,im stressed frustrated right now im not this,I m so stressed and frustrated right now. I m not about this.
Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1,bad thinking bout saying fucc work gettin drunk,Is it bad I am thinking bout saying fucc work and Gettin Drunk aGain
Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1,working day new eve day oh miss childhood long christmasnew year break,Working on the day before new eve is day.. Oh how I miss my childhood and those long christmas new year breaks..
"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",1,russia saudia iran want use extra man die battlefield world happily join,"If Russia, Saudia or Iran want to use an extra man to die for them in any battlefield anywhere in the world would happily join,"
Bout to cry 😭 I just wanna sleep I hate this job 😩,1,bout just wanna sleep hate job,Bout to cry 😭 I just wanna sleep I hate this job 😩
I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1,wish way dealing pain instead just hold sleeping child,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child
every time i think abt hobi crying i start crying,1,time think abt hobi cry start cry,every time i think abt hobi cry i start cry
"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",1,starting feel better probably couple day better mood not overnight sure heck time,"Starting to feel better but still probably take me a couple more day to get better a mood do not go overnight, it sure a heck take some time."
The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1,ae fucking spot right honestly make wanty,The amount ae fucking spot I have right now honestly make me wanty cry ?? ??
Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1,come on took extra mg medication kicking butt today think just gonna,Come on. I took an extra mg of medication and and are still kicking by butt today. Think I am just gonna
Why can't the voices in my head shut up?!  ,1,voice head shut up,Why cannot the voice in my head shut up?!
"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",1,me light float air me fall point called suicide,"If ME is too light enough to float in the air , this ME will fall down to the point called suicide."
Might as well just sleep  ???¥,1,just sleep,Might a well just sleep ??
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1,leave unasked unanswered question grandparent sadness myroots abuelitos,They leave you with so many unasked and unanswered questions.. Grandparents sadness myroots abuelitos
Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1,spare thought tonight suffering not easy feel celebrating,Spare a thought tonight for all those suffering from - it is not easy when you feel down and everyone around you is celebrating.
Tonight ended exactly how I didn't want it to,1,tonight ended exactly did not want,Tonight ended exactly how I did not want it to
When you wished you never woke  ,1,wished woke,When you wished you never woke
And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1,big black dog sat reminded pain chronic pain work year ahead,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain work whole year ahead
Not a new thing Am use to it  â€” feeling lonely,1,not new thing use feeling lonely,Not a new thing Am use to it feeling lonely
Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,1,cut ankle easier hide handle people finding pretend care hurt,Why do you cut your ankle? It is easier to hide and I cannot handle people finding out they will pretend to care and hurt me again
"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",1,morning got anxiety fucking sickk bro,"This morning I have got my anxiety, and it wa so fucking sickk bro"
I'm starting to lose faith in me getting better..,1,starting lose faith getting better,I am starting to lose faith in me getting better..
I don't know why but I'm suddenly very  ????,1,not know suddenly,I do not know why but I am suddenly very ??
"Everything seems wrong and I don't know what to do anymore, it's just so hard   ",1,wrong not know anymore just hard,"Everything seems wrong and I do not know what to do anymore, it is just so hard"
Wish there was more to my life??‘½   ,1,wish life,Wish there wa more to my life??
Crying so much…I fuck up… he's just reading my messages…,1,cry muchi fuck just reading message,Crying so much I fuck up he is just reading my message
"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1,light world turned on shrouded darkness,"If all the light in the world were turned on, I would still be shrouded in darkness"
So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,1,guy likepretend liked mesighhating life lot feel like happy,So the guy I like pretend to liked me sigh hating life a lot I feel like I will never be happy again
"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1,hated suicide think it comforting try,"I always hated suicide. But now that I think about it, it seems comforting to try."
I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,1,blue ball,I am the blue ball.
Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,1,achieved thing planned holiday period ca not motivated honest not point,Achieved none of thing I would planned to do over holiday period. Ca not get motivated to be honest do not see the point.
All I want for Christmas is my daughters to come home ?? is that to much,1,want christmas daughter come home,All I want for Christmas is my daughter to come home ?? is that to much
I just want my space and my life ????   ,1,just want space life,I just want my space and my life ??
"Reading poetry on the subway is magical. ??¦„  Oh, did I mention I'm thinking of you... ???‰  pic.twitter.com/6lNdaRZiJb",1,reading poetry subway magical oh did mention thinking you,"Reading poetry on the subway is magical. ?? Oh, did I mention I am thinking of you.. ??"
Loading my pipe and smoking this depression away,1,loading pipe smoking depression away,Loading my pipe and smoking this depression away
I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,1,people moving forward life doing great thing doing absolutely nothing,I see so many people moving forward with their life and doing great thing and here I am doing absolutely nothing??
"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",1,gone betrayal disappointment life realise better people foot away you,"When you have gone through many betrayal and disappointment in your life, you realise that it is better to keep people a few foot away from you."
Can't wait to be rid of 2014   ,1,ca not wait rid,Ca not wait to be rid of
"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1,came home vaca seeing run kitten house died hour later incurring severe loss blood,"Came home from vaca seeing a run over kitten in front of our house, which died hour later after incurring severe loss of blood."
Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1,bro deadass suck try best make person happy end letting disappointment,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down disappointment
I feel I shud not b here   pic.twitter.com/U4K4guKRus,1,feel shud not b,I feel I shud not b here
"How can someone be happy at xmas, when you can't be with the ones you love?   ",1,happy xmas one love,"How can someone be happy at xmas, when you cannot be with the one you love?"
I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like,1,wish not here longer feel worthless not know change thingsthat like,I wish I wa not Here. I cannot take this much longer. Feel worthless. Do not know how to change things.That is what is like
"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1,not want anymore care did go here,"I do not want to be here anymore, and nobody would care if i did go, so why am I still here?"
Headaches suck after crying so much…but he finally texted me????…,1,headache suck cry muchbut finally texted me,Headaches suck after cry so much but he finally texted me??
"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",1,world raised just taketaketaketaketaketaketaketake not think left world want to positive vibe today,"The world I wa raised in there is no give in take just take,take,take,take,take,take,take,take even when you do not think you have anything left to give the world want that to. I could go for some positive vibe today."
Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1,bought lottery ticket tonight hope win escape saturday til monday clear head bit,Bought a lottery ticket again for tonight in the hope I will win enough to escape Saturday til Monday to clear my head a bit
Lately - nothing has been going right . ,1,lately going right,Lately - nothing ha been going right .
So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..,1,dat cn hv mah best lyf n hand d not wnt man n future wish having cntd,So dat i cn hv mah best lyf ever had n my hand i d not wnt see myself a man n future. So i wish me having.. Cntd..
It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,1,sad talk highly end disappointing u making u look like pendeja,It is so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja
Feeling like a worthless piece of trash ????,1,feeling like worthless piece trash,Feeling like a worthless piece of trash ??
Christmas just ain't what it used to be.,1,christmas just ai not used be,Christmas just ai not what it used to be.
"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1,cry just feeling fucking lousy today need friend today perk up hopefully lend ear,"I am , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear."
"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG",1,trying not succeeding thinking totally abandoning plan kindness collective camerados friendly bench retreating flat getting involved again,"Something I am trying to do now - but not succeeding. Thinking of totally abandoning all my plan for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again."
wish things weren't how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you,1,wish thing not now year heart trauma make head spin hour ugh miss,wish thing were not how they are now. This year ha had so much heart trauma. Makes my head spin for hours. Ugh I miss you
So I’m trying to help myself. To understand my depression. I’m reading a book named The Chimp Paradox. Amazing book but I’ve a lot of therapy to do ?? Brain training. I’ll get happy.,1,trying help myself understand depression reading book named chimp paradox amazing book lot therapy brain training happy,So I am trying to help myself. To understand my depression. I am reading a book named The Chimp Paradox. Amazing book but I have a lot of therapy to do ?? Brain training. I will get happy.
"I can't get through this without pain and suffering. And I'll just keep on talking, trying to make my way through every day. I love you Debbie. ",1,pain suffering just talking trying make way day love debbie,"I cannot get through this without pain and suffering. And I will just keep on talking, trying to make my way through every day. I love you Debbie."
"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty.  Thank you.",1,looking beautiful image having really crappy week need support post great beauty thank you,"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty. Thank you."
Ugh my arm still hurts!! I just want this to be over and to get back to my life.   ,1,ugh arm hurt just want life,Ugh my arm still hurts!! I just want this to be over and to get back to my life.
Ive no one to talk to at this hour.  ,1,ive talk hour,Ive no one to talk to at this hour.
"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",1,decide enter new new guy want now excuse person,"Even if I should decide to enter into a new with a new guy, who would want me now? I am a , excuse of a person."
"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",1,danny think depressed ate calorie maple syrup probably right girl coming,"If Danny think I am depressed because I ate calorie of maple syrup, then he is probably right girl coming through"
Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,1,suggestion helping recurring,Any suggestion for helping recurring ?
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck this,1,year fuckd wait hated year depressed hard time getting fuck,this year wa fuckd up I cannot wait for it to be over I hated this year still depressed hard time getting over it ?? ?? fuck this
It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,1,lke feeling festive like lkke sky high not feeling festive,It is lke everyone around me is feeling all festive and there me like all and with me lkke sky high not feeling festive
*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,1,wave white flag completely got bed trying feel better,wave white flag I completely got up on the bottom side of the bed. I am trying to do everything to feel better.
" again,  my oldest,  only friend.",1,again oldest friend,"again, my oldest, only friend."
Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.,1,feel need document attack look dumb helpless look just bad one not while need tip trick shorten them,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Have not had them in a while. I need tip and trick to shorten them.
Having a bad day @TescoIrl #nightmare,1,having bad day nightmare,Having a bad day nightmare
"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh",1,hewwo kinda feeling down not think going noticed artist promote not sure draw attention request fine not really making myself hate it,"Hewwo, I am kinda feeling down. I do not think I am ever going to be noticed a an artist. I promote and such but I am not sure what would draw attention to others besides requests. Which is fine but I am not really making a name for myself. And I hate it."
"I don't have any new years resolutions, just a prayer that something will take my life this year   ",1,not new year resolution just prayer life year,"I do not have any new year resolutions, just a prayer that something will take my life this year"
So not in the mood for all this Christmas shit   #,1,not mood christmas shit,So not in the mood for all this Christmas shit
Getting ready for night shift tnite!!,1,getting ready night shift tnite,Getting ready for night shift tnite!!
Wounds and scars look beautiful on my body ...   ,1,wound scar look beautiful body,Wounds and scar look beautiful on my body ..
You know life sucks when you just want your mom to kick you out just so you don't have to deal with bullshit anymore  ,1,know life suck just want mom kick just not deal bullshit anymore,You know life suck when you just want your mom to kick you out just so you do not have to deal with bullshit anymore
Why is it always my fault? ???­???­ I'm so done with life.  I can't do anything right. ???¢   pic.twitter.com/pYOcCC9QbE,1,fault life right,Why is it always my fault? ?? ?? I am so done with life. I cannot do anything right. ??
"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it's just another day. . . ",1,not keen xmas i chin up chest n remember hype just day,"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it is just another day. . ."
I just want someone to look at me and be proud...I want to feel loved again...,1,just want look proudi want feel loved again,I just want someone to look at me and be proud..I want to feel loved again..
First yr not being around my dad on da holidays n it's breaking my heart  I wish he just call me that's all i want 4 Christmas,1,yr not dad da holiday n breaking heart wish just want christmas,First yr not being around my dad on da holiday n it is breaking my heart I wish he just call me that is all i want Christmas
Depression sucks #getHelp  ,1,depression suck gethelp,Depression suck getHelp
"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”",1,sad feel miserable say not know far come not know think,"I am very sad and I feel more miserable than I can say, and I do not know how far I have come. I do not know what to do or what to think."
I don't have any gifs to suit my mood for once  ,1,not gifs suit mood,I do not have any gifs to suit my mood for once
Can people please stop posting pics with their families. Thanks.,1,people stop posting pic family thanks,Can people please stop posting pic with their families. Thanks.
WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT,1,fuck want friend talk random shit lonelies,WHO THE FUCK WANTS TO be my friend and talk about some random shit? I ha the lonelies ??
"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",1,friend list problem need friend make,"I would do one of the friend of lists, only problem is I need friend to make that"
Trying my best to function as a normal human being. Feeling like a zombie.  ,1,trying best function normal human being feeling like zombie,Trying my best to function a a normal human being. Feeling like a zombie.
I'm not gonna be his center of attention. His cousin will be. I want ur attention to. Ur cousin is staying till new years ,1,not gonna center attention cousin be want ur attention to ur cousin staying till new year,I am not gonna be his center of attention. His cousin will be. I want ur attention to. Ur cousin is staying till new year
"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",1,email sent message remain unsaid voice heard again loss sorrow friend,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. loss sorrow Friends"
"I feel so sad because i can't be happy, and that makes me more unhappy  ",1,feel sad happy make unhappy,"I feel so sad because i cannot be happy, and that make me more unhappy"
"As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.    ",1,writer hurt write happy ending life doe not happy beginning,"As a writer, it always hurt me to write happy ending when my life doe not even have anything you can call happy since the beginning."
Why must my mother marry this man  ,1,mother marry man,Why must my mother marry this man
Gosh I needed this to lift me up!  was getting me down  pic.twitter.com/aKXO9rDvom,1,gosh needed lift up getting,Gosh I needed this to lift me up! wa getting me down
Not felling the best right now... Life and anxiety is getting the best of me??,1,not felling best right now life anxiety getting best me,Not felling the best right now.. Life and anxiety is getting the best of me??
I don't know but today is such a bad day. So much is floating around in my head and I don't wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my,1,not know today bad day floating head not wanna anything just wanna lay bed useless worthless am hate,I do not know but today is such a bad day. So much is floating around in my head and I do not wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my
38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,1,realised not ashamed admit suffer best open,. I have realised you should not be ashamed to admit you suffer from and it is best out in the open
"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ",1,thought holiday doin drink stay bed,"Thought about more than once over the holidays, all I seem be doin is drink stay in bed"
I feel so   and a tad  but I'm afraid to call a friend :(,1,feel tad afraid friend,I feel so and a tad but I am afraid to call a friend
Looks like it's one of those cry yourself to sleep nights...,1,look like sleep night,Looks like it is one of those cry yourself to sleep nights..
I've slept the better part of two days away   .,1,slept better day away,I have slept the better part of two day away .
still feeling like crap. havent had a good christmas in quite a few years   ,1,feeling like crap havent good christmas quite year,still feeling like crap. havent had a good christmas in quite a few year
"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",1,hope better year me not good hope thing right life,"Hope is a better year for me, wa not good. Hope thing can go right in my life."
"I only miss the memories, not you   ",1,miss memory not,"I only miss the memories, not you"
No more Twitter for tonight... Today is officially my birthday.. and I wish I was dead... ????????    pic.twitter.com/t1TP7HcFJr,1,twitter tonight today officially birthday wish dead,No more Twitter for tonight.. Today is officially my birthday.. and I wish I wa dead.. ??
"Its the 31.12.14, 22:34  in South Africa right now & I am literally alone on New Years Eve. Literally.   ",1,south africa right literally new year eve literally,"Its the .., in South Africa right now I am literally alone on New Years Eve. Literally."
When i just keep hating my life due the others that put an extreme pressure on me...    ,1,just hating life extreme pressure me,When i just keep hating my life due the others that put an extreme pressure on me..
can depression stop lack of promotion at work??,1,depression stop lack promotion work,can depression stop lack of promotion at work??
"Is everyone else in the world a  idiot, or am I wrong THAT often? ",1,world idiot wrong often,"Is everyone else in the world a idiot, or am I wrong THAT often?"
Losing somebody that means the world to you ???–???°???°???°???°???«???«???«,1,losing somebody mean world,Losing somebody that mean the world to you ?? ?? ?? ?? ?? ?? ?? ??
It's my 21st today. And about 3% people actually give a damn.,1,st today people actually damn,It is my st today. And about people actually give a damn.
"Annoyed, sad, disappointed. Can anything go right lately.?   ",1,annoyed sad disappointed right lately,"Annoyed, sad, disappointed. Can anything go right lately.?"
"What's worse,  I don't want her knowing my whereabouts.   I'm tired of the , the  & not being able to live life.",1,worse not want knowing whereabouts tired not able live life,"What is worse, I do not want her knowing my whereabouts. I am tired of the , the not being able to live life."
Having depression is just like hell!!! Omg    pic.twitter.com/AeMNWwFdg8,1,having depression just like hell omg,Having depression is just like hell!! Omg
I have exactly one more month to enjoy being in my 20's.   ,1,exactly month enjoy is,I have exactly one more month to enjoy being in my is.
I need friends on here so lonely talking to myself just mad this Twitter and need friends ??,1,need friend lonely talking just mad twitter need friend,I need friend on here so lonely talking to myself just mad this Twitter and need friend ??
nothing happened to make me sad but i almost burst into tears like 3 times today¿,1,happened make sad burst tear like time today,nothing happened to make me sad but i almost burst into tear like time today
ugh i’m so unhappy and at war with myself,1,ugh unhappy war,ugh i am so unhappy and at war with myself
In my feelings tonite .    # tired,1,feeling tonite tired,In my feeling tonite . tired
Really feel like shouting and throw things. I'm just so vexed.  ,1,really feel like shouting throw thing just vexed,Really feel like shouting and throw things. I am just so vexed.
Maybe I won't see 2017. I don't know.   ,1,maybe not not know,Maybe I will not see . I do not know.
Can't sleep..got so much on my mind ,1,ca not sleepgot mind,Ca not sleep..got so much on my mind
"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! ",1,omfgoodness gained soo weight like donkey kong,"Omfgoodness! I have gained soo much weight, it is on like donkey Kong!"
Do you ever wanna cry in a corner hoping the day goes by faster?... no? Just me? ???…???¢???³???­ OK   ,1,wanna corner hoping day go faster no just me ok,Do you ever wanna cry in a corner hoping the day go by faster?.. no? Just me? ?? ?? ?? ?? OK
I'm so angry. Like I really hate it.  sucks & it's not as simple as âœŒï¸�making oneself happyâœŒï¸�???’,1,angry like really hate it suck not simple making oneself happy,I am so angry. Like I really hate it. suck it is not a simple a making oneself happy ??
"Hate having , feels like I'm on an out of control roller coaster! ???­ Keep being told 'snap out of it' - If only it was that easy!",1,hate having feel like control roller coaster told isnap it easy,"Hate having , feel like I am on an out of control roller coaster! ?? Keep being told isnap out of it - If only it wa that easy!"
So tired to blend in ??â–½?‹    pic.twitter.com/S71Lb5dNeo,1,tired blend,So tired to blend in ?? ?
Not having a good week,1,not having good week,Not having a good week
"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time? ",1,depression stay home cancel plan week feel like going crazy cuz home time,"you all depression ever made you stay home and cancel plan for weeks, but then feel like you are going crazy cuz you are home all the time?"
Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK,1,shit going single like,Always that shit! I am going to be single like ever
Feeling unappreciated.   I feel really crappy about myself right now.,1,feeling unappreciated feel really crappy right now,Feeling unappreciated. I feel really crappy about myself right now.
Working with alergies is the most miserable shit in the world #miserable #alergies,1,working alergies miserable shit world miserable alergies,Working with alergies is the most miserable shit in the world miserable alergies
Omg doorbell ring and I thought it was him…I hate anxiety attacks…,1,omg doorbell ring thought himi hate anxiety attack,Omg doorbell ring and I thought it wa him I hate anxiety attack
"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",1,gutted my slipped disk decided come nightled bed christmas day family having fun downstairs,"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs"
No love here....    pic.twitter.com/FuvBXIPRnu,1,love here,No love here..
I was unaware this is how this was gonna be  ,1,unaware gonna,I wa unaware this is how this wa gonna be
Haven't seen the sun in weeks!!  ??,1,not seen sun week,Have not seen the sun in weeks!! ??
When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,1,forgotten speak not listen long long time,When you have forgotten how to speak when you have not had anyone to listen to you for a long long time.
"I'm not suicidal. But I admit, there are moments where I wonder... ",1,not suicidal admit moment wonder,"I am not suicidal. But I admit, there are moment where I wonder.."
We're just sad teens with a happy face,1,just sad teen happy face,We are just sad teen with a happy face
Back to work like nothing ever happened ,1,work like happened,Back to work like nothing ever happened
My biggest wish is to one day have a true friend. To be accepted the way I am.,1,biggest wish day true friend accepted way am,My biggest wish is to one day have a true friend. To be accepted the way I am.
One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,1,thing make sad think life much key distracted,One thing that always make me sad is when I think about my life too much. The key is to keep myself distracted!
I could really go for a giant glass a milk and I have none.  ,1,really giant glass milk none,I could really go for a giant glass a milk and I have none.
Phone ring at anytime now . ??¤¦??�½â€�â™€ï¸� ,1,phone ring anytime,Phone ring at anytime now . ?? ??
I lost in a maze. How to escape?,1,lost maze escape,I lost in a maze. How to escape?
"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",1,feeling little depressed evening wondering connected little drink just coincidence,"Feeling a little depressed this evening, wa wondering if this wa connected to my little drink or just coincidence"
The day when I don't fuck up anymore is the day I will be successful.... ,1,day not fuck anymore day successful,The day when I do not fuck up anymore is the day I will be successful..
"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ",1,feel like broke myself feel fractured tired stop blaming like broken record finding difficult just survive surviving you guess,"I feel like I broke myself. I feel fractured and tired and I cannot stop blaming myself like a broken record. I am finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this"
Today just isn't a good day for me. :( ,1,today just not good day me,Today just is not a good day for me.
i think i'll be sad from today until 357632477 years later....im not getting over this sadness,1,think sad today year laterim not getting sadness,i think i will be sad from today until year later..im not getting over this sadness
