Text,Label,Score,text_cleaned
Val is the type of woman you would dread bringing a donation for the bake sale #GBBO,fear,0.521,val type woman dread bringing donation bake sale gbbo
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy,fear,0.521,canada driving force democracy freedom right instead help dictator misogyny sharia islam terror polygamy
@saltmage I find it less daunting if I know one person at least!,fear,0.521,daunting know person least
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything ,fear,0.521,just preordered pale ep paid phone call freaked not said
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,fear,0.521,car rental realize use disgusted
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ,fear,0.521,stuck runway diverted fargo continuously told just min past hour foodwater offered
Caballero's passing remains absolutely dreadful I see!,fear,0.52,caballero passing remains absolutely dreadful see
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare,fear,0.519,nap day comfortable sleeping night comfortable nightmare
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",fear,0.517,maybe cynical good afraid way understand nigeria
"@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers",fear,0.5,ah grand old paradox fearing encroachment state loving unconditionally paid enforcer
"Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS",fear,0.5,debunking panic idea physical symptom negative thought behavior begin vicious cycle cbtworks
"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ",fear,0.5,thought angry oompa loompa boggart it boggart presidenttrump
a #monster is only a #monster if you view him through #fear,fear,0.5,monster monster view fear
@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,fear,0.5,congressional hearing usa stopped financial aid pak asked prove doing stop terrorism n
I was so shy freshman year this guy introduced himself to me by asking if I spoke any English,fear,0.5,shy freshman year guy introduced asking spoke english
My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help ,fear,0.5,roommate turn sink foot avoid germ guy say your roommate foot girl sorry plz help
Still salty about that fire alarm at 2am this morning.,fear,0.5,salty alarm am morning
#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity..,fear,0.5,terrorism destroyed easily wholeworld came great strengththey destroy fear humanity
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion,fear,0.5,scared coworkers going submit wardrobe makeover show fashion
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",fear,0.5,trump afraid big bad hillary election presidentialdebate presidentialelection orangehitler skip hide coward
"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",fear,0.5,war guise combating terrorism fact war poverty ignorance just stupidity
Who's afraid of the clowns???\ncomment down there....,fear,0.5,afraid clownsncomment there
Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times,fear,0.5,ronaldo shocking tried skill twice nearly fallen time
We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,fear,0.5,express deep concern suspension reactivate it violated troles
That last minute was like watching a horror show #GBBO 😥,fear,0.5,minute like watching horror gbbo
That old lady is cray cray #scared #BellaIsSoCute  #Empire,fear,0.5,old lady cray cray scared bellaissocute empire
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,fear,0.5,american think medium government propaganda b lie control b riggedsystem distrust garbage oreillyfactor
It were during the past's mistakes- similar to terror was pretty remarkable.,fear,0.5,past mistake similar terror pretty remarkable
Late night #thoughts. Feeling .,fear,0.5,late night thought feeling
@hotpatooties more like quickie divorce #awful,fear,0.5,like quickie divorce awful
Jk I'm not a loner just really shy 😅,fear,0.5,jk not loner just really shy
i wanna passion and fear,fear,0.5,wanna passion fear
"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",fear,0.5,problem right wing extremist terror group not given coverage press not interested
If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear,0.5,monday face punch monday horrible face punch fight joke like firstworldproblems need coffee asap follow
"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",fear,0.5,especially true impulsive thinskinned bully like silence critic amp opponent president voxconversations
Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful 😩😩😩,fear,0.5,recently changed worst service encountered nearly require dna access anything awful
@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary 😕,fear,0.5,tip wifi terrible past week slow dropping continuously nw calgary
Sickness bug! ,fear,0.5,sickness bug
"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?",fear,0.5,sure ohio state terrible ohio awful etc etcnnthese feeling began toldeo war nnso maybe not campaign there
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,fear,0.5,hate black lady painting white internet laugh like badform didntlaugh
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on. ",fear,0.5,ntfc mourinho worried bringing ibra rushford on
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",fear,0.5,tmobile store original note customer zero result going guy terrible customerservice hour waittime
Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting,fear,0.5,going copy cujo upcoming project talk just yet horror amwriting
@GSchwartz_ it wasn't a joke . #bully,fear,0.5,not joke bully
If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech,fear,0.5,called shy mean consideredturn negative positive quote marniemccormack womenintech
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",fear,0.5,tmobile store original note customer zero result going guy customerservice hour waittime
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear,0.491,imagine person spray tan him shudder
think they re dating guys #nervous #bodybuilding #with #Follow4Follow megaphone xxx number Nierstein,fear,0.481,think dating guy nervous bodybuilding followfollow megaphone xx number nierstein
Well this is flipping great! Flipping standstill on the freeway!  #stepofftheledge #youvegottobekiddingme,fear,0.48,flipping great flipping standstill freeway stepofftheledge youvegottobekiddingme
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",fear,0.479,sadness leaf broken bed hold depth despair love
"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",fear,0.479,haha horrific need said glad away spain sat missing game
@Shahid3011 don't tweet shit like this! It'll come back and haunt you like your other ones 😭😂,fear,0.479,not tweet shit like this come haunt like one
omg i just heard my dads alarm go off have i really been up all this time,fear,0.479,omg just heard dad alarm really time
@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,fear,0.479,feel horrible dealing player hots news doing it getting stuck uncooperative people
I hate that a black lady is painting herself white on the internet for laughs and likes... #terrible #BadForm #DidntLaugh,fear,0.479,hate black lady painting white internet laugh like terrible badform didntlaugh
@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,fear,0.479,feel strongly need work right dreadful wrong
"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI",fear,0.479,missing th test match today not able witness like watching india shy indvsnz thtest
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,fear,0.479,anniversary window update complete nightmare
#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear,0.479,wtf allows gym bully atmosphere jumpship nasty atmosphere unprofessional
That goes the #alarm,fear,0.479,go alarm
"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",fear,0.479,terribledebatequestions madame secretary not true russia terrorism
Penny dreadful 3 temporada,fear,0.479,penny dreadful temporada
@drunkejt almost all of my mutuals intimidated me at some point or still do,fear,0.479,mutuals intimidated point
It is more shameful to distrust our friends than to be deceived by them,fear,0.479,shameful distrust friend deceived
@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale,fear,0.479,police credentialsyou litigator moreno experience sad trumppuppet felon bully jerseysale
"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",fear,0.479,door cleared throat trying dispel nervousness left
Termination rate is at 22.22% I gotta make some things shake,fear,0.479,termination rate gotta make thing shake
#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of ,fear,0.479,india right reply unga pakistan preaching human right country global epicentre
LMAO this person must hate me so bad to talk shit behind an anonymous account #awe /:,fear,0.479,lmao person hate bad talk shit anonymous account awe
The only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone,fear,0.479,thing scary armed man trying scare fact feel arm good tryin scare
Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,fear,0.479,farting hot car window not roll terrible gag bresadvice
these confident bitches should scare you the most,fear,0.479,confident bitch scare
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,fear,0.479,thought empathetic clear majority guy plain insensitive alarming degree
@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,fear,0.479,ca not believe rude cashier today returning item customer service slacking
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible,fear,0.479,gadot left turn signal williams ivan allen jr blvd absolutely ridiculous atltraffic horrible
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,fear,0.479,not exactly do took long afraid clintonmafia congress
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",fear,0.479,rhobh just not want assume affair married criticize awful
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal,fear,0.479,zika hoax file deet binary chemical weapon targeting brain toxin neurological uscitizens insect mammal
Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed... #tsdoffsite,fear,0.479,start convodo not shy awaymental illness abounds society including workplacebe informed tsdoffsite
#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan,fear,0.479,wanted awaits fear ifiwastheoppositesex askaman
"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN #awful #marblesinmouth",fear,0.479,anytime get near mic need smack w bat awful marblesinmouth
Research has determined 70% of #laughter is actually #anxiety.,fear,0.479,research determined laughter actually anxiety
3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,fear,0.479,am hospital elouise water gone labour littlesister superexcited
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,fear,0.479,quite simply worst airline worstairline used appauling dismal beyondajoke useless
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,fear,0.475,obama admin reject texas plan refugee vetted terrorism texas pull fed refugee resettlement program aiding terror
"you make my heart shake, bend and break.'",fear,0.473,make heart shake bend break
@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear,0.471,english pundit afraid criticise
Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,fear,0.469,wishing rich didnt morning poor sleepy restless sad needsmoresleep
@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear,0.466,ai not serious houvsne awful igotbetterthingstodotonightthandie
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear,0.461,remember joey slagging england player bringing book crap tournamentssame samecrap player bully
"@ScottiePass shock horror handicap dodger is at the top 😂 close on the agg cup good , but think pressure will get to mark🤔",fear,0.46,shock horror handicap dodger close agg cup good think pressure mark
@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,fear,0.458,tired restless community human tired asking change ignored
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",fear,0.458,rhobh just not want assume affair married criticize
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,fear,0.458,gameface gameface intimidate
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear,0.458,annoys ortiz tribute too oriole fan organization feel yank did them awful
India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,fear,0.458,india want shake hand pakistan usual pakistan cheat indian nnshameless pakistan
One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,fear,0.458,step long work visa process over relief step expat restless
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂  #suchagirl,fear,0.458,recording fnaf facetime mum let know okay let high pitched scream suchagirl
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,fear,0.458,obama admin reject texas plan refugee vetted terrorism texas pull fed refugee resettlement program aiding
An @amityaffliction kind of drive home from work today  #dailyfeels,fear,0.458,kind drive home work today dailyfeels
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear,0.458,election fine vote rd party useless not one hesitate say selfish but
"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",fear,0.458,sat waiting bus today enveloped strawberry scented damp revolting cloud vape moved away disgusting urghh
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,fear,0.458,blame manager watching player play abysmal team dreadful jose save u noone can mufc
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,fear,0.458,broken policy blasio ltgt trump giuliani broken window pecking order bully politics america resist motto
petrify  me in the fossil type of way,fear,0.458,petrify fossil type way
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",fear,0.458,texan played horrible bad play calling bad protection ball bad coaching bad defense bad overall performance texan horrible
"@troyesivan I'm eating sushi, I'm shaking for you",fear,0.458,eating sushi shaking
"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",fear,0.458,gosh darn terrific check brown people shuck let make law say brown people
@JonnyDunn93 and Gerrard was awful then,fear,0.458,gerrard awful
"@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?",fear,0.458,charisma guess like people looked coked speak school bully
@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,fear,0.458,threaten pussy
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney",fear,0.458,just finally started homefronttherevolution did story gameplay terrible wasteofmoney
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear,0.458,like started college horrific probably better not
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",fear,0.458,jesus wept rn rusty quote price sensitive news price sensitive news ramping
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",fear,0.458,maybe why asked study hard job like way not dreadful
Just #terrible from the cats there. Wow. #AFLCatsSwans,fear,0.458,just terrible cat there wow aflcatsswans
@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,fear,0.458,worst customer service lack professionalism service provider phoneprovider badbusiness
@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him,fear,0.458,fair say bit timid compared known
@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again,fear,0.458,somebody need tell staff reading cappuccino supposed layer foam coffee hot awful
@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,fear,0.458,not cross street piss server dire
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 ",fear,0.458,walk darkness despondency scverses memorized shine light heart ex lam
someone come to fright world w me🤗🤗,fear,0.458,come fright world w
she gone make me wanna start that new shit today 😂😭,fear,0.458,gone make wanna start new shit today
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,fear,0.458,wish kid again stressful gabriella troy not hsm
@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,fear,0.458,u gave laura constructive criticism blocked u lazy hope retire heather
@metrotrains why is there no disabled access at pontefract monkhill? #terrible,fear,0.458,disabled access pontefract monkhill terrible
"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",fear,0.458,speech not mark mention genocide indian terrorism pak planned speech
@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?,fear,0.458,maybe break smaller bit space doesnt daunting
@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.,fear,0.458,irony protesting kind stuff orwellian nightmare think fighting against
☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear,0.458,focusing primarily person talking impression making lessens social anxiety
@aidankerrpol I think you should do. Get the fashion police involved. #shocking,fear,0.458,think do fashion police involved shocking
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,fear,0.456,week problem week unbelievable guy running regular bus awful solate
@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',fear,0.455,mean like uber despair driver
The 'banter' from Craigen and Sutton on BT is fucking horrid,fear,0.454,banter craigen sutton bt fucking horrid
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,fear,0.453,waiting make appearance week month today ordered badservice
if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god,fear,0.451,spoil fucking show haunt afterlife help god
Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,fear,0.45,thank god fed did not raise rate assume nervous world new employee form amp safety net zilch
@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,fear,0.447,bower went drove evening horrible
You sure have a lot to say about something that doesn't even concern you 😉,fear,0.44,sure lot say doe not concern
I have another test tonight ,fear,0.438,test tonight
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",fear,0.438,hello nthe bigger bully crocodile tear bully act like offended victim
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,fear,0.438,unsubscribed time spam email coming stop email avanquest software terrible
The #500thTest match would have be a T20 or an ODI if @virendersehwag @B_McCullum42 been in their National Colors #nightmare #hitter  @BCCI,fear,0.438,thtest match t odi national color nightmare hitter
i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,fear,0.438,just talking week doe outside appearance ie dread lock affect ability work
Tomorrow is the day I cut and dye my hair! 😳  #excited,fear,0.438,tomorrow day cut dye hair excited
No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,fear,0.438,mo shocking lead
"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.",fear,0.438,romero rojo blind memphis rooney nearly starting line wanna punch face shake hand
nadia bully me and ill expose you,fear,0.438,nadia bully ill expose
Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,fear,0.438,like werewolf horror surfing breaker more
"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂",fear,0.438,jus pussy u not scare look u chill
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",fear,0.438,plus point not queue loo plus point nope think sexism
I am in #shock and #awe and the places my #toddler manages to get his dinner.,fear,0.438,shock awe place toddler manages dinner
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear,0.438,week massacre theatre pert think requires subtitle breathless
@deodevine6 i can't bully you and niall impossible😙,fear,0.438,bully niall impossible
@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,fear,0.438,love new movien blairwitch blairwitchproject horrormovies
"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",fear,0.438,we indian hold head high stay unafraid unga wellinformed pakistan terrorism business deception
An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,fear,0.438,absolutely dire half recall shot target nnagainst accrington stanley
@leeuwlion 'The furries are restless tonight'.,fear,0.438,the furries restless tonight
@safety @Support \nHi 🌷\nWhy do you always suspend ISIS hunters\n \n👉@snafy2019\n\nKindly please reinstate our members\n*He fights terrorism d/n,fear,0.438,nhi nwhy suspend isi huntersn nnkindly reinstate membersnhe fight terrorism dn
"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",fear,0.438,help majority nfl coaching inept obrien play calling wow awful gopats
It's really alarming when an adult male calls their father 'daddy',fear,0.438,really alarming adult male call father wouldaddy
a #monster is only a #monster if you view him through ,fear,0.438,monster monster view
@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,fear,0.438,make bully sit room let look debo day
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software ,fear,0.438,unsubscribed time spam email coming stop email avanquest software
Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,fear,0.438,hey turn kick way texan way go texan terrible noheart
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear,0.438,room russell howardtom odellmichael buble pant nogood dire
@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,fear,0.438,okay not worry
".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",fear,0.438,not know patronus is not think tell shocking
"#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way 🙏🏽✌🏽️",fear,0.438,charlotte young amp restless applaud ur bt b respectful authority police elder parent violence not way
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",fear,0.438,guy come train smell like mixture damp dog old sweat sewage work gross getoffthetrain smelly
"my school photo is honestly horrid, i look so ew😅",fear,0.438,school photo honestly horrid look ew
honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,fear,0.438,honestly friend bnc mean feeling terrible hahaha
"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",fear,0.438,so care care tax form too believe terrorism job important
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary ,fear,0.438,year u averaging terrorist attack month good debate topic trump hillary
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years ,fear,0.438,not worst attended worth worst con year
@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson ,fear,0.438,leave child
Heard of panic! At the disco? How about Kach-ing! at the ATM,fear,0.438,heard panic disco kaching atm
Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,fear,0.433,start get chris sutton tv campaign spread work terrible pundit noclue
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",fear,0.431,hmm not know yf short confidence wish one
So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,fear,0.431,texting guy i ready sex now considered flirting shocking
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic ,fear,0.424,gadot left turn signal williams ivan allen jr blvd absolutely ridiculous atltraffic
"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",fear,0.423,regardless let say permit permit doe not excuse allow threaten officerexpressed impliedw it
If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,fear,0.42,really care like state seriously address sensitivity training employee awful
@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines,fear,0.42,horrible service ewr not cloud sky normal departure am leaving pm crappy unitedairlines
“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear,0.42,courage rise attempt intimidate menelizabeth bennett pride prejudicen quote courage faceyourfears
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear,0.42,year u averaging terrorist attack month good debate topic trump hillary terror
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,fear,0.417,hennessey dreadful mutch pitch fryer depth unfortunately cpfc
Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring ,fear,0.417,nawaz sharif start unga speech awaken world role sponsoring
@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible,fear,0.417,candy corn greatest candy world come objectively terrible
"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",fear,0.417,let not panic beat nyg atop division come home cleveland just like division win
my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),fear,0.417,alarm clock ringing morning n flatmate knocked door asked set burning alive
"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",fear,0.417,sadly not name farewell tour situation make shy away good value b et
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear,0.417,goksfillyourhouseforfree retitled house old trash repainted shocking junk trash
"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",fear,0.417,say teufel areassigned organization year wish sooner mets thirdbasecoach terrible lgm
It's 5:55am. I'm hungry but there is no food. ,fear,0.417,am hungry food
@hm_custserv #awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve.,fear,0.417,awful service camden store yesterday assistant thought important clothes hanger serve
@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience,fear,0.417,u got b kidding me anu firm responded sent contact detail customerexperience
@metrotrains why is there no disabled access at pontefract monkhill? ,fear,0.417,disabled access pontefract monkhill
You have a #problem? Yes! Can you do #something about it? No! Than why ,fear,0.417,problem yes it no
We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,fear,0.417,sourcenn mindset philosophy thoughtsbecomethings news lifehacks fear life pleasert problemsolving
@Cinestrong something a cyber bully would say,fear,0.417,cyber bully say
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,fear,0.417,fear bestbeast product god atheism theism bible afraid christianity hell heaven purgatory psychology jesus
I can never find the exact #emoji that I'm after at the exact moment that I need it ,fear,0.417,exact emoji exact moment need
STAY JADED everyone is #terrible,fear,0.417,stay jaded terrible
My mind always seems to work its best at night #restless,fear,0.417,mind work best night restless
"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",fear,0.417,lovely frightened not sure which but wow
@SueWallace78 peanut butter???? You some kinda pervert?? ,fear,0.417,peanut butter kinda pervert
