3,null,null,when you got a crush and looked like an idiot going to his dad for his number
4,null,null,cause you do not know how to talk to him and looked like a bigger idiot asking to be good friends
1,depressed,suicide,What I have to say about not posting since September is NEVER try suicide 
2,null,null,Life is so worth so much more than a handful of pills 
1,depressed,upset,I am so fuckin upset
2,null,null,rn 
3,null,null,Not coming back to twitter for a while 
4,null,null,I am so fucking done with everything rn 
5,null,null,This sucks 
1,depressed,right back,Jus when something makes you happy it fucking puts you right back in your place
1,depressed,breakdowns,I just had another one of my breakdowns 
2,null,null,I saw it coming 
3,null,null,I have been feeling it for days 
4,null,null,Back in isolation I go 
1,null,null,I hate this feeling  but
2,null,null,I brought it on myself
3,depressed,hurt,I hope that those I have hurt will not give up on me  
1,null,null, AUTISM AND DEPRESSION  
2,null,null,I hate it when I get the feels 
3,depressed,suffer,If you suffer from autism  you will probably get this image 
1,depressed,depression,I have not talked about hoarding and depression in a while 
2,null,null,I am on a quarter dose of meds now 
3,null,null,And I am still a bit stuck with hoarding 
4,null,null,Decided to try to do some removal for efficiency today 
5,null,null,I found a dotmatrix printed transcript of from 
6,null,null,Fullpost Twittr 
1,depressed,desperate,Up at 4 am  angsty about not able to exercise  injury   desperate to run away on adventure 
2,null,null,Fucking  fuck  Black Dog is hunting
1,null,null,Yes brain 
2,depressed,gloomy,This gloomy  sad  turbulent  low energy feeling is a sign of my certain death 
3,null,null,Now is the time to get worried 
1,null,null,I can not get myself out of this rut 
2,depressed,want to die,I want to die 
3,null,null,But I care too much about everyone else 
4,null,null,So I will continue to be miserable 
1,depressed,bullshit,And all the bullshit in your live ends and nothing will bother you ever again depression
1,depressed,unhappy,When I am at work and depressed do nt say  you look unhappy  
2,null,null,I am here and 
3,null,null,working
4,null,null, what next you will go to Disney world and tell little kids that that it is not the real character
5,null,null,I am doing my best  do not shatter my illusion 
1,depressed,bury,Headed home from Dallas to bury my dog that we have had for 15 years   
1,null,null,I am on my 14th or 15th beer now 
2,depressed,alone,God I am so alone
3,null,null,please let me die   
1,null,null,I made a joke  amp  my boyfriend laughed but
2,null,null,when I looked over he was actually laughing at a video on his phone
3,depressed,hurting,sad  lt3 hurting brokenheart
1,depressed,horrible,When you go do that it makes me feel like I am horrible at it
2,null,null,I am sorry
1,null,null,Once she said you are my world  now she is saying not only you exist in the earth 
2,depressed,heartbreaking,pain heartbreaking
1,null,null,I am starting to wonder if is actually looking out for me right now 
2,null,null,I would say
3,depressed,embarrassed,why but I am too embarrassed 
4,null,null,I am 2 low class
1,depressed,despair,With my I find there is often a unattached feeling of despair that attaches itself to moments  the more fitting a moment the more it expands 
2,null,null,People then think it is the sad moment that is the issue  but
3,null,null,even without that  the depression is still there 
1,null,null,Being single is not that bad  you got time stay focus on your plans and goals  you do not even have to deal with drama 
2,depressed,loneliness,Until 11 pm hits and loneliness comes along  
1,depressed,hopelessness,You look tired  and a bit too quiet  is it the silence of hopelessness 
1,depressed,worst,Today is probably one of the worst days of my life and idk what to do
1,null,null,Ca not eat 
2,null,null,Ca not sleep 
3,null,null,Everything is just falling to pieces  
4,depressed,world crumble,I am so tired of watching my world crumble
1,null,null,I used to imagine I would hear something at the door 
2,null,null,I would hear a knock and
3,null,null,I would pray it was her 
4,null,null,Or I would hope it was her 
5,null,null,I had dreams like that 
6,null,null,I am not having dreams like that now 
7,null,null,I know she is gone 
8,null,null,She will not be back 
9,null,null,Ever 
10,null,null,I sure love her 
11,depressed,miss,I sure miss her 
1,null,null,Reading tweets about someone is
2,depressed,die,death makes me think I will die someday  maybe soon  who knows 
1,depressed,hate myself,Having a day where I hate myself for not perusing art stuff harder  being too sad to do anything about that 
1,null,null,There days where I wanna end my life so bad because of my little sister 
2,null,null,My parent I call her names and
3,null,null,I am spoiled the one
4,null,null,but yet she get everything and 
5,null,null,goes into my room
6,null,null,takes everything
7,depressed,hurts,She the one that I am scared also who hurts me the most  
1,depressed,just be myself,In times like this is when I wonder how it will be like to just be by myself  
1,null,null,This kind of abuse is UNBELIEVABLE and an absolute disgrace 
2,depressed,dismayed,It makes me sad to see this dismayed
1,depressed,bloodied,When I do not have anything to distract me  I just find myself peering down the balcony and seeing my bloodied self on the ground 
1,depressed,help,I looked for help
2,null,null,and I got it 
3,null,null,I looked for answers I found it 
4,null,null,Now I need to find myself 
1,depressed,hardest,This has simply been the hardest week n a half of my life 
2,null,null,Got ta keep pushing thru 
3,null,null,Only 5 more days til I get some answers 
1,depressed,desperate,I am in desperate need of a good hug and a hot cup of coffee 
2,null,null,I have no one here to hug me right now and no coffee maker at all 
1,null,null,My dark side is also part of me 
2,null,null,Trying to tolerate my irritation 
3,null,null,Guess I need some  but
4,depressed,guilty,how without feeling guilty in children holiday season
1,depressed,cruel,is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate 
2,null,null,Germaine Greer
1,depressed,terrible,Man it is terrible when your an got a lot of problems more then you can say 
1,null,null,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones 
2,depressed,mourn,We mourn   
3,null,null,amp
4,null,null,pray they continue resting in peace
5,null,null,711
1,depressed,disappointment,My life has been a crazy  painful  awful journey full of disappointment  harassment  amp  abuse
1,null,null,I need to get out of this little funk so I can write  
2,depressed,depressed,writing funk writerslife depressed
1,depressed,Fed up,Fed up now  
2,null,null,why can not anything be simple an straightforward not in my life
1,depressed,lonely,I am feeling lonely and unproductive these past few days 
2,null,null,I have many failed expectations to do something worthwhile 
3,null,null,It is been 5 months since I moved to a new city 
4,null,null,yet I gained no friends
5,null,null, I have not travel to any places like I used to 
6,null,null,I need to detox 
1,depressed,extremely over,Being extremely over my other half agreeing to divorce instead of coming to peace then someone asks if I am okay 
1,null,null,Having a double mastectomy  very painful 
2,depressed,pain,Having radiation  never being over the pain 
3,null,null,Taking pain killers  a lot of pain 
4,null,null,And being diagnosed with Stage4 cancer a year later  November 21st  2017 to November 21st  2018 
5,null,null,And she died two months later  Jan 21st  2019 
1,depressed,bored,I always complain about being bored and having no one to hangout with
2,null,null,but as soon as someone asks I say no because I have accepted the fact that I love my bed too much to leave it
1,null,null,Yet another all alone  with no family  nobody at all apart from my pets 
2,depressed,crying,I just feel like crying
1,null,null,I normally do not talk about myself 
2,depressed,feel like shit,But i feel like shit 
3,null,null,I just lost my challenge match in tennis
4,null,null,so now my position is going down 
5,null,null,And i would not be so mad if the did not call balls that were on the line 
6,null,null,Like come on girl 
7,null,null,Stop cheating 
1,null,null,when i needed a hand  who can i turn to 
2,depressed,attacks,when  this  attacks who is willing to help 
1,depressed,depressed,I am so depressed right now
2,null,null,I do not even know how I am functioning 
1,depressed,getting ignored,I do not know what leads more to and Getting invalidated or getting ignored with crying for help with 
1,null,null,Days are really hard 
2,depressed,excruciating,Some of them are excruciating 
3,null,null,Sometimes I can not see the end 
1,depressed,cry,I DONT wanna cry or 
2,null,null,feel sorry for myself
3,null,null,Its just so hard sometimes watching your sick son in the hospital day after day 
1,null,null,OMG my darling best friend is hubbie died today whilst on holiday abroad 
2,depressed,grief,shocked tears grief sosad
1,null,null,Sister and
2,null,null,her boyfriend in one bed
3,depressed,by myself,and here I am by myself in the other  
1,depressed,hurt,I guess I hurt
2,null,null,everyone I guess I am just fucking liar
3,null,null,I can not take it anymore
1,depressed,tears,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears 
1,null,null,I would like wish everyone a Happy Holidays  but
2,depressed,alone,I am alone with no significant other 
3,null,null,Fuck me 
1,null,null,When I say  I want to die   they sayLet is do it  no one gon na care you anymore
2,depressed,pity, It is make me feel pity of my life more 
3,null,null,I just want someone to hug me when I cry 
4,null,null,But it not gon na happen  
1,depressed,lonely,lonely is not being alone  it is the feeling that no one cares 
2,null,null,alone depressed anxiety
1,null,null,Came up here  a new life  after the last divorce and a year of being in pain 
2,null,null,Slowly dissipated  but
3,null,null,it is never gone 
4,depressed,abandoned,I have been abandoned again 
5,null,null,Lost 
6,null,null,Taken away from happiness 
7,null,null,But I sure hope Debbie  if there is another world  a heaven  that she is in it 
1,depressed,swallow you whole,Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up
1,null,null,30 mins apart 
2,depressed,get my mask on,In the second pic I have managed to get my mask on before I left to celebrate new years 
1,depressed,sucks,This whole depression fucking sucks you can look so happy but  
2,null,null,still be so down inside your head
1,depressed,alone,I do not want to be alone right now 
2,null,null,Please the one man who can help me deal with this 
3,null,null,Do not make me go through this alone 
4,null,null,I am already so broken 
1,depressed,struggling,Fellow sufferers I am trying to come off and really struggling  any previous success stories to boost me 
1,null,null,Sometimes  no matter what you do  and 
2,null,null,can swoop in  covering you like a thick storm cloud
3,null,null,For me  those are the times I have to wait it out  go within and draw upon the wisdom of spirit 
4,depressed,suck,Still  it can really suck 
1,depressed,alone,Next to death  being alone in life is the most feared experience for any human being  regardless of their generational label 
1,null,null,An hour and 35 minutes till 2017 come 
2,depressed,depressed and hopeless,I am still depressed and hopeless 
3,null,null,Feel really shitty 
1,null,null,I wish life was simple and painless 
2,depressed,screws,Whenever you think you are happy and think you got it all life comes and screws you over 
1,depressed,upset,Just woke up because let is be real  can not be upset or angry if you just sleep all day 
1,null,null,I m home 
2,null,null,Feeling very low  and 
3,depressed,unwanted,unwanted especially by my own family
4,null,null,Feeling very  
1,null,null,After diagnosis the following day  I was in total denial 
2,null,null,How could I be 
3,null,null,Me 
4,depressed,denial,My ego  denial instructed me to do Reverse search of myself 
5,null,null, This time I was on antidepressants 
6,null,null,At least I knew what I was doing 
7,null,null, But with a swollen mind 
1,null,null,Here I go again 
2,depressed,overthinking,No sleep leads to overthinking 
3,null,null,And now I have to deal with people again 
1,null,null,I truly wonder what is wrong with me 
2,null,null,I try my best to do what makes you happy
3,null,null,yet it does not 
4,null,null,Maybe I am not the one YOU want
5,depressed,kills,and it kills me to think that  maybe you are in love with someone else and not me 
1,depressed,blue,Feeling kind of blue today 
2,null,null,A good acquaintance from long back has not answered messages on any of their media platforms in a while 
3,null,null,What happened to them   
1,depressed,hard,It is very hard to feel better because it is been so long that I do not remember what better felt like  
1,null,null,She did not go out with anybody 
2,null,null,She died 
3,null,null,It is really hard to accept sometimes 
4,depressed,lonely,I feel lonely 
5,null,null,I feel lost 
6,null,null,I feel like I do not have anybody there for me anymore  who can pick up the slack  when I am lacking 
7,null,null,I guess that I am glad she is not in pain 
8,null,null,I sure miss her 
1,depressed,give up,I want to give up 
2,null,null,I want to go home 
3,null,null,I feel like nothing and
4,null,null,I will never heal 
1,depressed,sucks,Been super maintaining control  not comfort eating toxifying my body  Rationally i know i am just hormone cycling but the pain sucks so much
2,null,null,will take a few wks for endorphins to replenish  
3,null,null,Chanting  sleeping most of week
4,null,null,Netflix  chill in bed  repeat  wee 
1,depressed,exhausting,Depression is like wearing a one of those weighted blankets makes it feel real good to lay in bed for 16 hours but also makes it pretty exhausting to do anything outside of that
