Text,Label,text_cleaned_ecpe
@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,1,I used the wrong fowl sorry I am a disappointment please killme
"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ",1,"I am having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It is so easy to forget"
When you’re so unbearably lonely that you want to die.,1,When you are so unbearably lonely that you want to die.
"Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you   ",1,"Everyone tells me the pain will fade. Maybe I do not want it to, it is the only thing that still connects me to you"
"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming  one step at a time.",1,"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming one step at a time."
Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. ,1,Laying in bed at 1 pm. Yesterday is therapy session hit me harder than I thought it would.
I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,1,I feel like I am just waiting for the day to be over to get to the next day so I will be one day closer to my life changing.
If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1,If my life is goin to continue bein this boring then am definitely not ready for 2017
I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,1,I am screaming in the inside and I do not know how to make it stop
Life can be so lonely sometimes.,1,Life can be so lonely sometimes.
I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1,I am so damned sick of the near-zero degree temperatures we have had since Xmas eve. I just want to be warm again..
Well i guess no clockwork for me ????,1,Well i guess no clockwork for me ??
I need to work on being a stronger person emotionally ,1,I need to work on being a stronger person emotionally
Well it's New Year's Eve now???? tbf I don't wanna celebrate it ever again :'( never EVER happy on NYE ???­ ,1,Well it is New Year is Eve now?? tbf I do not wanna celebrate it ever again :'( never EVER happy on NYE ??
"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1,"Always here, right? I would like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ?? kills ??"
"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me"
"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",1,"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat."
i just need for someone to rub my head tonight ...,1,i just need for someone to rub my head tonight ..
Really wish the gym wasnt closed tomorrow ... ,1,Really wish the gym wasnt closed tomorrow ..
Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1,Some days I do not feel like I am giving my 2 enough ?? I am not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote
It always hurts to be the one who cared more ??,1,It always hurts to be the one who cared more ??
Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1,Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.
Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  ,1,Im so stressed and frustrated right now. Im not about this.
Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1,Is it bad I am thinking bout saying fucc work and Gettin Drunk aGain
Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1,Working on the day before new eve is day.. Oh how I miss my childhood and those long christmas/new years breaks..
"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",1,"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join,"
Bout to cry 😭 I just wanna sleep I hate this job 😩,1,Bout to cry I just wanna sleep I hate this job
I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child
every time i think abt hobi crying i start crying,1,every time i think abt hobi crying i start crying
"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",1,"Starting to feel better but still probably take me a couple more days to get better as moods do not go overnight, it sure as heck take some time."
The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1,The amount ae fucking spots I have right now honestly makes me wanty cry ??
Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1,Come on. I took an extra 75mg of medication and and are still kicking by butt today. Think I am just gonna
Why can't the voices in my head shut up?!  ,1,Why cannot the voices in my head shut up?!
"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",1,"If ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide."
Might as well just sleep  ???¥,1,Might as well just sleep ??
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1,They leave you with so many unasked and unanswered questions.. Grandparents sadness myroots abuelitos
Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1,Spare a thought tonight for all those suffering from - it is not easy when you feel down and everyone around you is celebrating.
Tonight ended exactly how I didn't want it to,1,Tonight ended exactly how I did not want it to
When you wished you never woke  ,1,When you wished you never woke
And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead
Not a new thing Am use to it  â€” feeling lonely,1,Not a new thing Am use to it feeling lonely
Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,1,Why do you cut your ankle? It is easier to hide and I cannot handle people finding out they will pretend to care and hurt me again
"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",1,"This morning I have got my anxiety, and it was so fucking sickk bro"
I'm starting to lose faith in me getting better..,1,I am starting to lose faith in me getting better..
I don't know why but I'm suddenly very  ????,1,I do not know why but I am suddenly very ??
"Everything seems wrong and I don't know what to do anymore, it's just so hard   ",1,"Everything seems wrong and I do not know what to do anymore, it is just so hard"
Wish there was more to my life??‘½   ,1,Wish there was more to my life??'
Crying so much…I fuck up… he's just reading my messages…,1,Crying so muchI fuck up he is just reading my messages
"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1,"If all the lights in the world were turned on, I would still be shrouded in darkness"
So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,1,So the guy I likepretend to liked me*sigh*hating life a lot I feel like I will never be happy again
"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1,"I always hated suicide. But now that I think about it, it seems comforting to try."
I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,1,I am the blue ball.
Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,1,Achieved none of things I would planned to do over holiday period. Ca not get motivated & to be honest do not see the point.
All I want for Christmas is my daughters to come home ?? is that to much,1,All I want for Christmas is my daughters to come home ?? is that to much
I just want my space and my life ????   ,1,I just want my space and my life ??
"Reading poetry on the subway is magical. ??¦„  Oh, did I mention I'm thinking of you... ???‰  pic.twitter.com/6lNdaRZiJb",1,"Reading poetry on the subway is magical. ?? Oh, did I mention I am thinking of you.. ??"
Loading my pipe and smoking this depression away,1,Loading my pipe and smoking this depression away
I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,1,I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing??
"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",1,"When you have gone through many betrayal and disappointments in your life, you realise that it is better to keep people a few feet away from you."
Can't wait to be rid of 2014   ,1,Ca not wait to be rid of 2014
"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1,"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood."
Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down disappointment
I feel I shud not b here   pic.twitter.com/U4K4guKRus,1,I feel I shud not b here
"How can someone be happy at xmas, when you can't be with the ones you love?   ",1,"How can someone be happy at xmas, when you cannot be with the ones you love?"
I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like,1,I wish I was not Here. I cannot take this much longer. Feel worthless. Do not know how to change things.That is what is like
"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1,"I do not want to be here anymore, and nobody would care if i did go, so why am I still here?"
Headaches suck after crying so much…but he finally texted me????…,1,Headaches suck after crying so muchbut he finally texted me??
"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",1,"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you do not think you have anything left to give the world wants that to. I could go for some positive vibes today."
Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1,Bought a lottery ticket again for tonight in the hope I will win enough to escape Saturday til Monday to clear my head a bit
Lately - nothing has been going right . ,1,Lately - nothing has been going right .
So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..,1,So dat i cn hv mah best lyf ever had n my hand & i d not wnt 2 see myself a man n future. So i wish me having.. Cntd..
It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,1,It is so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja
Feeling like a worthless piece of trash ????,1,Feeling like a worthless piece of trash ??
Christmas just ain't what it used to be.,1,Christmas just ai not what it used to be.
"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1,"I am , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear."
"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG",1,"Something I am trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again."
wish things weren't how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you,1,wish things were not how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you
So I’m trying to help myself. To understand my depression. I’m reading a book named The Chimp Paradox. Amazing book but I’ve a lot of therapy to do ?? Brain training. I’ll get happy.,1,So I am trying to help myself. To understand my depression. I am reading a book named The Chimp Paradox. Amazing book but I have a lot of therapy to do ?? Brain training. I will get happy.
"I can't get through this without pain and suffering. And I'll just keep on talking, trying to make my way through every day. I love you Debbie. ",1,"I cannot get through this without pain and suffering. And I will just keep on talking, trying to make my way through every day. I love you Debbie."
"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty.  Thank you.",1,"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty. Thank you."
Ugh my arm still hurts!! I just want this to be over and to get back to my life.   ,1,Ugh my arm still hurts!! I just want this to be over and to get back to my life.
Ive no one to talk to at this hour.  ,1,Ive no one to talk to at this hour.
"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",1,"Even if I should decide to enter into a new with a new guy, who would want me now? I am a , excuse of a person."
"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",1,"If Danny thinks I am depressed because I ate 375 calories of maple syrup, then he is probably right girl coming through"
Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,1,Any suggestions for helping recurring ?
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck this,1,this year was fuckd up I cannot wait for it to be over I hated this year still depressed hard time getting over it ??' fuck this
It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,1,It is lke everyone around me is feeling all festive and there me like all and with me lkke sky high not feeling festive
*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,1,*waves white flag* I completely got up on the bottom side of the bed. I am trying to do everything to feel better.
" again,  my oldest,  only friend.",1,"again, my oldest, only friend."
Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.,1,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Have not had them in a while. I need tips and tricks to shorten them.
Having a bad day @TescoIrl #nightmare,1,Having a bad day nightmare
"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh",1,"Hewwo, I am kinda feeling down. I do not think I am ever going to be noticed as an artist. I promote and such but I am not sure what would draw attention to others besides requests. Which is fine but I am not really making a name for myself. And I hate it."
"I don't have any new years resolutions, just a prayer that something will take my life this year   ",1,"I do not have any new years resolutions, just a prayer that something will take my life this year"
So not in the mood for all this Christmas shit   #,1,So not in the mood for all this Christmas shit
Getting ready for night shift tnite!!,1,Getting ready for night shift tnite!!
Wounds and scars look beautiful on my body ...   ,1,Wounds and scars look beautiful on my body ..
You know life sucks when you just want your mom to kick you out just so you don't have to deal with bullshit anymore  ,1,You know life sucks when you just want your mom to kick you out just so you do not have to deal with bullshit anymore
Why is it always my fault? ???­???­ I'm so done with life.  I can't do anything right. ???¢   pic.twitter.com/pYOcCC9QbE,1,Why is it always my fault? ?? I am so done with life. I cannot do anything right. ??
"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it's just another day. . . ",1,"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it is just another day. . ."
I just want someone to look at me and be proud...I want to feel loved again...,1,I just want someone to look at me and be proud..I want to feel loved again..
First yr not being around my dad on da holidays n it's breaking my heart  I wish he just call me that's all i want 4 Christmas,1,First yr not being around my dad on da holidays n it is breaking my heart I wish he just call me that is all i want 4 Christmas
Depression sucks #getHelp  ,1,Depression sucks getHelp
"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”",1,"I am very sad and I feel more miserable than I can say, and I do not know how far I have come. I do not know what to do or what to think."
I don't have any gifs to suit my mood for once  ,1,I do not have any gifs to suit my mood for once
Can people please stop posting pics with their families. Thanks.,1,Can people please stop posting pics with their families. Thanks.
WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT,1,WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ??
"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",1,"I would do one of the friends of 2016 lists, only problem is I need friends to make that"
Trying my best to function as a normal human being. Feeling like a zombie.  ,1,Trying my best to function as a normal human being. Feeling like a zombie.
I'm not gonna be his center of attention. His cousin will be. I want ur attention to. Ur cousin is staying till new years ,1,I am not gonna be his center of attention. His cousin will be. I want ur attention to. Ur cousin is staying till new years
"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",1,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. loss sorrow Friends"
"I feel so sad because i can't be happy, and that makes me more unhappy  ",1,"I feel so sad because i cannot be happy, and that makes me more unhappy"
"As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.    ",1,"As a writer, it always hurts me to write happy endings when my life does not even have anything you can call happy since the beginning."
Why must my mother marry this man  ,1,Why must my mother marry this man
Gosh I needed this to lift me up!  was getting me down  pic.twitter.com/aKXO9rDvom,1,Gosh I needed this to lift me up! was getting me down
Not felling the best right now... Life and anxiety is getting the best of me??,1,Not felling the best right now.. Life and anxiety is getting the best of me??
I don't know but today is such a bad day. So much is floating around in my head and I don't wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my,1,I do not know but today is such a bad day. So much is floating around in my head and I do not wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my
38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,1,38. I have realised you should not be ashamed to admit you suffer from and it is best out in the open
"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ",1,"Thought about more than once over the holidays, all I seem 2 be doin is drink & stay in bed"
I feel so   and a tad  but I'm afraid to call a friend :(,1,I feel so and a tad but I am afraid to call a friend
Looks like it's one of those cry yourself to sleep nights...,1,Looks like it is one of those cry yourself to sleep nights..
I've slept the better part of two days away   .,1,I have slept the better part of two days away .
still feeling like crap. havent had a good christmas in quite a few years   ,1,still feeling like crap. havent had a good christmas in quite a few years
"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",1,"Hope 2016 is a better year for me, 2015 was not good. Hope things can go right in my life."
"I only miss the memories, not you   ",1,"I only miss the memories, not you"
No more Twitter for tonight... Today is officially my birthday.. and I wish I was dead... ????????    pic.twitter.com/t1TP7HcFJr,1,No more Twitter for tonight.. Today is officially my birthday.. and I wish I was dead.. ??
"Its the 31.12.14, 22:34  in South Africa right now & I am literally alone on New Years Eve. Literally.   ",1,"Its the 31.12.14, 22:34 in South Africa right now & I am literally alone on New Years Eve. Literally."
When i just keep hating my life due the others that put an extreme pressure on me...    ,1,When i just keep hating my life due the others that put an extreme pressure on me..
can depression stop lack of promotion at work??,1,can depression stop lack of promotion at work??
"Is everyone else in the world a  idiot, or am I wrong THAT often? ",1,"Is everyone else in the world a idiot, or am I wrong THAT often?"
Losing somebody that means the world to you ???–???°???°???°???°???«???«???«,1,Losing somebody that means the world to you ??
It's my 21st today. And about 3% people actually give a damn.,1,It is my 21st today. And about 3% people actually give a damn.
"Annoyed, sad, disappointed. Can anything go right lately.?   ",1,"Annoyed, sad, disappointed. Can anything go right lately.?"
"What's worse,  I don't want her knowing my whereabouts.   I'm tired of the , the  & not being able to live life.",1,"What is worse, I do not want her knowing my whereabouts. I am tired of the , the & not being able to live life."
Having depression is just like hell!!! Omg    pic.twitter.com/AeMNWwFdg8,1,Having depression is just like hell!! Omg
I have exactly one more month to enjoy being in my 20's.   ,1,I have exactly one more month to enjoy being in my 20 is.
I need friends on here so lonely talking to myself just mad this Twitter and need friends ??,1,I need friends on here so lonely talking to myself just mad this Twitter and need friends ??
nothing happened to make me sad but i almost burst into tears like 3 times today¿,1,nothing happened to make me sad but i almost burst into tears like 3 times today
ugh i’m so unhappy and at war with myself,1,ugh i am so unhappy and at war with myself
In my feelings tonite .    # tired,1,In my feelings tonite . tired
Really feel like shouting and throw things. I'm just so vexed.  ,1,Really feel like shouting and throw things. I am just so vexed.
Maybe I won't see 2017. I don't know.   ,1,Maybe I will not see 2017. I do not know.
Can't sleep..got so much on my mind ,1,Ca not sleep..got so much on my mind
"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! ",1,"Omfgoodness! I have gained soo much weight, it is on like donkey Kong!"
Do you ever wanna cry in a corner hoping the day goes by faster?... no? Just me? ???…???¢???³???­ OK   ,1,Do you ever wanna cry in a corner hoping the day goes by faster?.. no? Just me? ?? OK
I'm so angry. Like I really hate it.  sucks & it's not as simple as âœŒï¸�making oneself happyâœŒï¸�???’,1,I am so angry. Like I really hate it. sucks & it is not as simple as making oneself happy??'
"Hate having , feels like I'm on an out of control roller coaster! ???­ Keep being told 'snap out of it' - If only it was that easy!",1,"Hate having , feels like I am on an out of control roller coaster! ?? Keep being told isnap out of it' - If only it was that easy!"
So tired to blend in ??â–½?‹    pic.twitter.com/S71Lb5dNeo,1,So tired to blend in ??
"I have , but feel . ",1,"I have , but feel ."
Not having a good week,1,Not having a good week
"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time? ",1,"you all depression ever made you stay home and cancel plans for weeks, but then feel like you are going crazy cuz you are home all the time?"
Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK,1,Always that shit! I am going to be single like 4 ever
Feeling unappreciated.   I feel really crappy about myself right now.,1,Feeling unappreciated. I feel really crappy about myself right now.
Working with alergies is the most miserable shit in the world #miserable #alergies,1,Working with alergies is the most miserable shit in the world miserable alergies
Omg doorbell ring and I thought it was him…I hate anxiety attacks…,1,Omg doorbell ring and I thought it was himI hate anxiety attacks
"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",1,"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs"
No love here....    pic.twitter.com/FuvBXIPRnu,1,No love here..
I was unaware this is how this was gonna be  ,1,I was unaware this is how this was gonna be
Haven't seen the sun in weeks!!  ??,1,Have not seen the sun in weeks!! ??
When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,1,When you have forgotten how to speak when you have not had anyone to listen to you for a long long time.
"I'm not suicidal. But I admit, there are moments where I wonder... ",1,"I am not suicidal. But I admit, there are moments where I wonder.."
We're just sad teens with a happy face,1,We are just sad teens with a happy face
Back to work like nothing ever happened ,1,Back to work like nothing ever happened
My biggest wish is to one day have a true friend. To be accepted the way I am.,1,My biggest wish is to one day have a true friend. To be accepted the way I am.
One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,1,One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!
I could really go for a giant glass a milk and I have none.  ,1,I could really go for a giant glass a milk and I have none.
Phone ring at anytime now . ??¤¦??�½â€�â™€ï¸� ,1,Phone ring at anytime now . ??
I lost in a maze. How to escape?,1,I lost in a maze. How to escape?
"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",1,"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence"
The day when I don't fuck up anymore is the day I will be successful.... ,1,The day when I do not fuck up anymore is the day I will be successful..
"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ",1,"I feel like I broke myself. I feel fractured and tired and I cannot stop blaming myself like a broken record. I am finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this"
Today just isn't a good day for me. :( ,1,Today just is not a good day for me.
i think i'll be sad from today until 357632477 years later....im not getting over this sadness,1,i think i will be sad from today until 357632477 years later..im not getting over this sadness
"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",1,"You promised you would not leave, lie or hurt me. . . But now I am stuck being all alone, waiting for you to need me again. . ."
Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,1,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.
"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!   pic.twitter.com/z3Kw5dKl6K",1,"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!"
"we all think about it, some more than others \n\n#death #sad #depressed #suicide",1,"we all think about it, some more than others \n\n death sad depressed suicide"
The worst part of working  is the  due to f'ed up melatonin and cortisol cycles.  ,1,The worst part of working is the due to f'ed up melatonin and cortisol cycles.
Been left and grandma's house want to see mummy and daddy   ,1,Been left and grandma is house want to see mummy and daddy
this year keeps getting more depressing and disappointing,1,this year keeps getting more depressing and disappointing
"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1,"Go and see the hell hole which is Halton, now that will depress you."
Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1,Have to be skinnier. Have to be prettier. Have to be smarter. Have to be anything But myself.
Depression bit me so hard it took me months to get back on social media,1,Depression bit me so hard it took me months to get back on social media
Missing you this Christmas    pic.twitter.com/QfzTBKqHpz,1,Missing you this Christmas
"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live   ",1,"I am very unhappy, I do not have a girlfriend, I do not have a Boyfriend and I do not Like where I live"
Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1,Guys!! I am im leaving Twitter!! Am blacking out! ??
I will choose to leave than to live..,1,I will choose to leave than to live..
I feel like I'm annoying like Always…,1,I feel like I am annoying like Always
I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,1,I feel like I am waiting for something that is not going happen.
Is it weird that my  and   turns bad when it comes to  ?,1,Is it weird that my and turns bad when it comes to ?
"It's as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm.",1,"It is as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm."
I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,1,I need to get to a place where I can separate my disconnects from reality. So far the drugs are not helping much.
"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1,"That she feels good, feels no pain, is happy. If there is not, I will probably never see her again. Unless there is some other side, like hell. How she may get to that side, I do not know how that would be. She was too much of a saint."
i thought i was getting better :/ ,1,i thought i was getting better
Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,1,Laughter is vital medicine if you suffer or . Have a giggle on me
"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother ",1,"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother"
watching that video and realizing that I've gotten uglier #depressed,1,watching that video and realizing that I have gotten uglier depressed
Cant wear makeup for a while ????,1,Cant wear makeup for a while ??
no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,1,no matter how many sad ghost man tears he is crying now! you are not entitled to forgiveness just because you are really sad now!!
It really needs to start snowing,1,It really needs to start snowing
"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1,"Using one of my favorite movies of all time to express my feelings is sometimes..more just validation than healing, I suppose."
Not making any plans to go out tonight is already proving to be a regrettable decision...  ,1,Not making any plans to go out tonight is already proving to be a regrettable decision..
"It's sucks when you don't know what is wrong, but you know something is wrong. .   ",1,"It is sucks when you do not know what is wrong, but you know something is wrong. ."
U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,1,U know what is very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. sad
You wanna know what is sad? Having a broken family while dealing with a broken heart.,1,You wanna know what is sad? Having a broken family while dealing with a broken heart.
Why is it when girls got broken they cut their hair?   depression always got me here i ??,1,Why is it when girls got broken they cut their hair? depression always got me here i ??
It's only 7:20pm and I'm off my tits on alcohol   ,1,It is only 7:20pm and I am off my tits on alcohol
"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & .",1,"Keep wondering how my life could have turned out, if not shaped by certain . Feeling & ."
Realized that not ever having children has made me .,1,Realized that not ever having children has made me .
The 1st thing I do when I'm  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com/7h5BkVZKB8,1,The 1st thing I do when I am is look up sad things. I think I need to be looking up happy things instead.
"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ",1,"Ever reach a point in your life when you realize you will be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?"
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’”,1,this year was fuckd up I cannot wait for it to be over I hated this year still depressed hard time getting over it ??'
"Making me so happy that I forget to be  ,   and   . Thank you, baby ????",1,"Making me so happy that I forget to be , and . Thank you, baby ??"
My night was amazing and awesome than it turned to shit really quickly,1,My night was amazing and awesome than it turned to shit really quickly
