Text,Label
Well it's New Year's Eve now???? tbf I don't wanna celebrate it ever again :'( never EVER happy on NYE ???­ ,1
" or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
"when you care about someone and trying to help them, just hope they listen and keep positive thoughts. When they’re in “depressed”  wish I can help her. Talk with her make her smile",0
It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN,0
"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1
No Sawamura dose since last week. ,0
I’ve done enough today time 2 he,0
"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1
Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427,0
My album of the year was   - few artists have managed to convey the modern world's horrors so beautifully. Bold move.,0
You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( ,0
Any girl want a load? ;) dm me #horny #cum #snap #dmme #cumtribute #cocktribute,0
"So, that new  movie was a real hoot ??’€???³  ",0
"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",1
"Not the  I know or grew up in. This is, the brutal reality of honest people & honest officials in state.   pic.twitter.com/eZmQpzAOBr",0
Spend your day creating #smiles today!,0
Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask,0
RT findrealhealth Using  to manage  or ? Learn the side effects  … pic.twitter.com/nGJndXHvlm,0
149    ????????????????????????  ??????????????????????????????????w  ?????????????????????.......   ??????????????????????????????????????????????????????  ????????????????????????????????????  ?????????????????????????  ??????????????????????????????????????????????????????????????????????????????   ???????????????????????????  pic.twitter.com/Q2vTLYkGYm,0
"I went all my way out from the Vaal to Jozi to submit application forms for a post that closed 11 months ago, I feel stupid, ",0
"He may not act like it, but it is true   pic.twitter.com/rlGHhOjKv3",0
i just need for someone to rub my head tonight ...,1
When you ask for a triple chocolate melt down and the waiter tells you no...  ,0
Wish I was in Las Vegas for New Years Eve! Alesso and Ingrosso are bringing the New Year in! Would love to see that!! ,0
Its nice to stay in a small city from time to time  #starrynight,0
Really wish the gym wasnt closed tomorrow ... ,1
Have you ever danced till you fainted! It has a great feeling especially when you feel depressed ,0
Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1
Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,0
"please, more comments from #tweeters that don't look at charts! #adorable $snap",0
"Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it",0
Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. ,0
Creating this account because I’m  lol.,0
"When you text your mom ""there's something wrong with me"" and she don't answer :) ",0
I just wanna lay up with bae rn ,0
@traviswall Strange Fruit. Wow. The story of what America was and what it can be. #brilliant #soyouthinkyoucandance,0
It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0
It always hurts to be the one who cared more ??,1
129   ????????????????????????????????????   ????????????????????????????????????????????????....... ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????????.......   ?????????????????????????.......,0
Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1
'I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,0
huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku,0
Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  ,0
Is today YOUR day?  to choose happiness + success over  + failure  pic.twitter.com/jp1pghgs8H,0
Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  ,1
Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1
Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1
"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",1
Why is an alarm clock going 'off' when it actually turns on? #alarm #alarmclock #ThursdayThoughts,0
Hopeless Zone Where Privileged Americans Level 04 Are Not Progressing ...   pic.twitter.com/tPhsJPCDdf,0
Bout to cry 😭 I just wanna sleep I hate this job 😩,1
@Jesus_Luvs_Us Hello Jillian &amp; JC - a nice wisg from Betty for blessings to us all - I wish you the same - have a wonderful Tuesday! 😀,0
"Hell's teeth, this day just gets better. No Her earlier; dragged into the office; assumed she was already there. She's not. ",0
"Christmas means ""Love Actually"" for me.    ??¥ƒ??’”???­",0
@umainoo if you had a bad day cheer up lov!!! ♡♡,0
Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  ,0
Roses are pine green buttercups are aliceblue sugar is sweet and so on,0
Why didn't I book today and tomorrow off??!!!! ,0
Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,0
This is why our services are so important   pic.twitter.com/4m1znv2l7T,0
@AishaRuby85 thank you very much. I keep gettin the excited kid on ur bday feeling 😊,0
 and  partners in crime. One could lead to the other.Both effective in destroying lives and the spirit of young and old!,0
"So today, the love of my life moved in with me 😍😉😘 #happy #excited",0
@ZELO96 That's right! Keep laughing and always smile 🙂🙃😉\nNow wat the heck was deleted I just woke up 😉😏,0
6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,0
When the male elves on lord of the rings have better hair than you... ,0
I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1
@KB_KrishnaBeura @Twitter @TwitterIndia @verified Congrats Krishna sir 😃,0
How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!,0
If you are struggling with   this festive season. We are open 24/7 to offer . Call 0800 132 737. pw,0
every time i think abt hobi crying i start crying,1
My hittas a shake the spot if I point my finger,0
"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",1
Leaving in 2 days    ??’”??’”???­???­???­???­???­???­???­???­???­???­,0
@DebraHorrocks @Fash_Rev have some shocking stats #fashionrevolution,0
The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1
Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1
Why can't the voices in my head shut up?!  ,1
@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),0
"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",1
 is more harmful than you may think!  pic.twitter.com/LBHOUTajtK,0
"Watching the Victoria secret fashion show was an error, never want to eat again  ",0
@spreecoza Wish Spree could stock up on more shoes in the bigger size range! Always miss the promotions!,0
Might as well just sleep  ???¥,1
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1
Think ill have a nap - need it after that game,0
"being an entrepreneur at 18 is a real blessing 🙏🏼 the flexibility, doing what you love, and being the one in charge is #great #blessed",0
Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com/HjjybMDHaX,0
Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1
i finished parks & rec twice now  :( ,0
Nothing better than a clear head #smiles all round,0
The new Era f Justice *2night I'm calling n all prayer intercessors&warriors 2pray against tht strong spirit f  fr the Election,0
@cpwomensopen @BrookeHenderson @CHEOhospital @OttawaHuntClub #Priceless  love those #smiles,0
@PearlJam YES!!! Love it!!! 💞💞💞🎶🎶🎶🎥⚾⚾⚾👏👏👏 #thankyou #awesomeness,0
"once again, good afternoon to the uk charts only the us charts could take some notes from us 😊",0
Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 🙋🏽‍♂️🙋🏽‍♂️ #Qld by 8,0
I felt myself #laughing so hard in my sleep ...now I don't remember why🤦🏾‍♀️😂😂😂,0
Tonight ended exactly how I didn't want it to,1
When you wished you never woke  ,1
"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??",0
What a day!!! What a month!!! #solucky #blessed #cloud9 #ecstatic 👰😆🚘💞,0
"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.",0
And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1
@FreshFryBread lol! How am I supposed 2 play said tune when   ect?,0
Not a new thing Am use to it  â€” feeling lonely,1
New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   ,0
You are not and never will be ALONE. We are all deeply interconnected.,0
"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",0
125   ?????????????????   ?????????????????????ww   ????????????????????????w??????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????ww   ?????????????????????????.......    ????????????????????   ??????????????????????????????????????????????w  pic.twitter.com/4EQO8kFgbo,0
"It’s a painfully hopeless life to live, with the mistake of keep trying not to hope of hoping not making more mistakes.  pic.twitter.com/fUuOChsdyf",0
Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,1
"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",1
@rachcolours But smiling 😄☔️,0
madly in love with the love of @ActionBronson for food. &lt;3  &lt;3  &lt;3  #fuckthatis,0
'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39,0
Some people make your laugh a little louder. Your smile a little brighter. and your life a little better,0
I'm starting to lose faith in me getting better..,1
"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania.",0
happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,0
I don't know why but I'm suddenly very  ????,1
why would someone write a movie like The Fault in Our Stars? :'( ,0
"The only possible  for  is trying to convince him/her by a huge . Of course they are right, come on!",0
"When teens feel down, there are ways they can cope with these feelings to avoid serious , such as make new friends or social connections and participate in sports or school activities. Call Focus & Balance at 210-858-9980 to learn more and see how we can help.  pic.twitter.com/ydrYcTBD2r",0
"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M",0
@RegPCB I like a world where Love Island drarms is the worst thing I've got to worry about.,0
I'm gonna die because of my fucking finals,0
Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,0
"Everything seems wrong and I don't know what to do anymore, it's just so hard   ",1
There is a  in this world that you can see it in the movement of the hands of a clock Bukowski  pic.twitter.com/SMPkHU3twN,0
Grind smarter.  #Hustle #Grind,0
". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?",0
Wish there was more to my life??‘½   ,1
Good morning. ❤️ Start every #morning by waking up and thinking of the things you're #grateful for. 🙏 #goodmorning,0
Crying so much…I fuck up… he's just reading my messages…,1
Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay,0
Very happy to see anohni make the very nice  nominated list! That's where I'm putting my vote... ,0
"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1
So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,1
 exists in places places of lawlessness or dysfunctional governing management,0
"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1
@SkyNews @CNN @cnnbrk watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,0
I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,0
How can i impress my crush if i always start acting weird when she talks to me or near me,0
I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,1
My daily actions are congruent with my big goals.  I feel incredible about myself. #goals #success #justdoit #happy #enjoy #life,0
Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,1
I really don't know what I'm going to do about Christmas.,0
147  ??????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????????   ?????????????????????????.......,0
and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !!,0
"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  ",0
All I want for Christmas is my daughters to come home ?? is that to much,1
@kikisshh @gyorzeppeli 14 year old me is crying in delight right noW AXELLLLLLLLLL  ♥♥♥♥♥,0
108  ??????????????????????????????????????????????????????   ???????????? ????????????.......????????????   ??????????????????? ????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????  pic.twitter.com/v7HSPlUyft,0
Wasted breath. I wish you more smiles and less stress for the new year.     pic.twitter.com/BpqfpIYq9C,0
"@helen_bywater @SDWorxUKI @TonynJo9091 Congratulations Jo, that's fantastic #30Years #inspiring",0
I just want my space and my life ????   ,1
We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you,0
"Reading poetry on the subway is magical. ??¦„  Oh, did I mention I'm thinking of you... ???‰  pic.twitter.com/6lNdaRZiJb",1
"Chanyeol always cheering, he'll claps loudly and very happy when talks about something funny",0
is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,0
@instaafp are we in for Lemar even though wenger was very coy about him in his press conference,0
Loading my pipe and smoking this depression away,1
Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,0
"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",0
I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,1
' A good laugh and a long sleep are the two best cures.' — Irish Proverb #laughter #sleep #happiness,0
"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",0
"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",0
"@mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 😄 -Claire",0
Wanted a sweater but promised I wouldn't buy one for the rest of this month ,0
@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #Whatsupwiththat #nike #adidas #?? ,0
Tooth aches are the worst ??,0
"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",1
@D_Oliver10 oh I'm regretting it now ,0
"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!""",0
Can't wait to be rid of 2014   ,1
Don't be discouraged.,0
"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1
Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1
@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,0
I feel I shud not b here   pic.twitter.com/U4K4guKRus,1
How did I become a virus? Awareness listening the great music by  ,0
"How can someone be happy at xmas, when you can't be with the ones you love?   ",1
"@hugaarondingle God, the way he said that line... 😭 💔 #amazing #loveDannyBMiller #robron",0
@missmarilynx Hahaha @BigScottGibson almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 😭,0
I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like,1
"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1
Headaches suck after crying so much…but he finally texted me????…,1
"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â€¦",0
It is a bit depressing but I cannot wait to explore the rest of the album    pic.twitter.com/U953QJhTfU,0
I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0
Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  ,0
Were starting an @insecurehbo club at my job. Every Monday we must be caught up on required watching. @opjumpstartlb @IssaRae ,0
"This  album is beautiful but lyrically creepy, in a good way. ",0
"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",1
Does anyone else feel really weird at night time on christmas day? Like it's over after all that fuss n it's just GONE ??? ,0
I want a whole show of @chrislhayes just reading emojis. #adorable #inners,0
Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,0
"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",0
"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",0
Never tell a blonde that her hair is slowly fading to brown ,0
"@CamilaLolie97 @Camila_Cabello I'm from Greece, but I'll travel anywhere arround Europe the next time she comes, just to meet her. 😊",0
Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1
Lately - nothing has been going right . ,1
"@tays5h happy birthday baby, i wish you happiness in liiiiife☁💙✨",0
When ur father AND ur brother lost our transport card...    pic.twitter.com/ZvFZbIgIvo,0
So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..,1
I am seriously considering takeing a day off just to stream all day really need to 😂 #😂 #streaming #take #the #day #off,0
It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,1
Cant believe theres less then a week to school! ,0
@bbcbristolsport so proud of City...2 Bristol boys scoring and a great performance...where's the cider  #OTIB,0
All the proud parents on fb about their kids school report and am shitting myself for Graces arriving 😂😂😂  #troublemaker,0
nobody knows it’s my birthday am so depressed,0
"Hon. Miss Dashwood, whose manners very pretty face, she offended you have done before.",0
My  binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ????,0
Feeling like a worthless piece of trash ????,1
Christmas just ain't what it used to be.,1
@Tayylittle Mmm..is there any other way to start the day? ☕️ #yummy,0
"For the first time in quite a while, I don't think I've even seen enough movies to make kshock's top 10 films of the year.  ???“",0
139   ???????????????????????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ??????????????????????????????   ????????????????????????   ??????????????????????????????????????   ???????????????????????????????????????????  ????????????????????????,0
Tonight's episode of #GameOfThrones is just epic went through so many emotions watching it #dragonwhitewalker #flippinheck #brilliant,0
"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1
1. Burning Desire: You must be in love with your goal. #thinkandgrowrich #health #money #happiness #love,0
"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG",1
No one can provoke you. No one can make you happy or unhappy. You are the one in control.,0
wish things weren't how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you,1
Is you're  you might have a problem with someone close to you.,0
You guys like my mask? I call it a 'smile' 🙂 #INFJproblems #INFJ #adulting #workingthroughthepain #life #love #joy #mask #smile,0
Some thoughts on  about a month into my latest episode ????  pic.twitter.com/P6I7bMMBFc,0
"Wow, only 9 out of 60 pages left in my first full art book :O #amazing",0
So I’m trying to help myself. To understand my depression. I’m reading a book named The Chimp Paradox. Amazing book but I’ve a lot of therapy to do ?? Brain training. I’ll get happy.,1
146    ?????????????????????????????????????????????????????????  ????????????????????????????????????????????????????????????????????????????????????????????? ??????????????????????????????????????????????????? ???????????????????????????????????   ????????????????????????????????????????????.......,0
"I can't get through this without pain and suffering. And I'll just keep on talking, trying to make my way through every day. I love you Debbie. ",1
"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty.  Thank you.",1
I'm like 80% with college bull shit ,0
Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,0
@Hayles_101 Delaney keeping up his awesome Manchester United transfer record...\n\n😂,0
Be strong. Stay positive. Make them wonder how you're still smiling.,0
@DoubleEph Happy man. ,0
Ugh my arm still hurts!! I just want this to be over and to get back to my life.   ,1
Happy bday @Dineo_Jazzz . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,0
"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord 💖",0
Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2,0
@jinsproducer Thank you so much!! I don't draw a whole lot anymore but long haired jun is #inspiring,0
Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness,0
"Is it a crime to have few friends, to be sensitive to overwhelming problems and injustice in the world? Hope no.  ",0
Ive no one to talk to at this hour.  ,1
OH YEON SO's kdrama is so nice and i am still in awe that she and dara are friends now.. hope they can have kdrama soon!,0
"Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! #f4f",0
Sometimes I understand why Kurt Cobain blew his head off...,0
One day everything will end. It is inevitable but for the love of god why did it have to be my quesarito from taco bell ,0
@theviberide great workout this morning alongside @Emily_Gagnon thx #Courtney my legs are still ,0
I guess my vacation is over... Back to work I go.  ????,0
It seems that a lonely future is waiting for me! Giver said he had a wife but it's forbidden to talk about our job.    pic.twitter.com/RcJGUdSs9K,0
"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",0
"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",1
I really did not give Notre Dame a chance in this game.  ,0
It appears that my bffs  &  decided to stop by today making it impossible to leave the house. ,0
Deserve the world and if you feel like nobody cares or wants you here I do I love you and I care and I want you here don’t let this people tell you that your not worth it because you are your worth everything,0
"fallen for the temptation that is @alwayssunny, brilliant show! #hilarious",0
???¢ need to book a holiday asap   pic.twitter.com/gRBEuV5aIX,0
A person with a broken spirit gives up............ nothing but  keeps them up....... and suicide tells them their time is up (Proverbs 15:13),0
Love it when @JenniferHorn is laughing as hard at @brianwhitman's rif as I am! 😂 #crying 🤣🤣 #chateaubriand @MorningAnswerLA,0
"What an amazing statement, really clears things up. @realDonaldTrump #believeme #tremendous #maga #russia",0
"Went to  earlier today, didn't feel like buying anything ???©. ",0
"""We live as we dream - alone"" (Joseph Conrad)  ",0
@Ithika Loving it! 😂,0
   it will get better soon..... HOPEFULLY  pic.twitter.com/FwDjSaurI3,0
(y'all) #snap,0
"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",1
And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time ,0
What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals  #SuperHitDonor,0
@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,0
di happy sa life pero may wattpad to fulfill the happiness HAHAHA,0
Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,1
@AmberX994874 Butcher Jim landed on his arse #hilarious #NinjaWarriorAU,0
A whopping 9% of adults in America are depressed. Another 3.4% are deeply depressed. Let's Talk!,0
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck this,1
It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,1
115    ???????????????????????????????.....   ?????????????????????????????   ??????????????????????????????    ??????   ??????????????????????????????????????   ?????????????????????????????????    ?????????.......   ???????????????????????????????????????????????????? ?????????????????????????????????????????  pic.twitter.com/5UJzYacFtj,0
First pumpkin coffee of the season this morning! Thank you @DunkinDonuts for an automatic good day! 🎃 #ecstatic #pumpkineverything,0
It's never too late to give up on your dreams ??,0
"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",0
I feel like I'm rooting for 'da bears and they're down 42-0. ,0
Just #snorted #laughing @CommunityTV #outtakes @donaldglover @dannypudi #hilarious Best duo ever! @community,0
2008 - 2016 has been most uninspiring time in USA history.   run amok. Call it .,0
I want to read books and learn more. But books are to damn expensive. Reading PDF format from computer screen sucks. ,0
Would you sign a petition to have Barnes & Noble stay open past 9pm?  ,0
"Holidays can be tough. I've been there. If you're struggling this holiday and want to talk, I'm here.      ",0
"Everyone writing ""1 more day"" and I'm on right up until Christmas Eve â?¹ï¸� ",0
*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,1
" again,  my oldest,  only friend.",1
staying up late because mommies not home   ????,0
@riley_sager Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧,0
"Visited an elderly gentleman in hosptal earlier, admitted a week ago & had no visitors as all family & friends have passed away ",0
Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.,1
I'll give in to happiness when it shows its self  ,0
Look at me now how  a then a mufuckha,0
"Goodmorning, I live to aggravate oomf in the morning 😎",0
"Human beings are designed for many things, but loneliness isn't one of them.??    ???????????????? pic.twitter.com/dcEHDhFTOx",0
Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does.  ,0
Adulting day  (1) - (thread)  Major depressive episode hit last night...   pic.twitter.com/v5XIiYG8aS,0
I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG,0
Having a bad day @TescoIrl #nightmare,1
"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh",1
Had to return this whip today   ???? pic.twitter.com/uzndmFgfXp,0
@RRakoto42 It only took me 39 seconds to fly over Mozambique. #awesomeness,0
Wait. Dont you think that the scarves are actually teaser?,0
"yeah, external power structures, and there for, ultimately, about 500L, but I'm guessing it would be more like ",0
"I don't have any new years resolutions, just a prayer that something will take my life this year   ",1
I LOVE THIS LIFESTYLE!!! SE4L #SEGC #sober,0
User of  unable to think clearly or retain that was learned & will probably be quite . He may suffer periods of .,0
I really hate movies about relationships. ,0
"Whenever I see old people at the  I always get so . Like, apparently I have to do this forever.  ",0
"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",0
So not in the mood for all this Christmas shit   #,1
  Whats going to happen to my life now .,0
@Bemannn UGH I can't even contain my excitement!! 😍,0
Don't frown be meh,0
Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... ,0
Getting ready for night shift tnite!!,1
Wounds and scars look beautiful on my body ...   ,1
You know life sucks when you just want your mom to kick you out just so you don't have to deal with bullshit anymore  ,1
@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,0
116   ?????.......   ??????????????????????????????   ????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????  pic.twitter.com/8lZLYcgAFG,0
Why is it always my fault? ???­???­ I'm so done with life.  I can't do anything right. ???¢   pic.twitter.com/pYOcCC9QbE,1
"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",0
"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it's just another day. . . ",1
??’•your feelings are important ??’•    pic.twitter.com/POSQSHqCna,0
"Gazing in wonder at what may be, my last wine club shipment.  ",0
"RT keithllbllm Happy New Year- try to have more Worth Living moments of hope, health &  happiness.  … pic.twitter.com/rez61PZZVj",0
This is ANOHNI. She has released  an album that transcends space and time. The best album ever.  pic.twitter.com/th6CRB1sFR,0
Wanted to watch the TNF game but I forgot my parents cancelled the NFL Network package ????,0
ANOHNI asks basic questions of your soul and strips you bare. AND the music and visuals are incredible.   Fucking hell.  ,0
I just want someone to look at me and be proud...I want to feel loved again...,1
