Text,Label,text_cleaned
Losing somebody that means the world to you ???–???°???°???°???°???«???«???«,1,losing somebody mean world
When your scares get re opened an its like pooring salt in them. I hate this feeling. All the pain im in again ,1,scare opened like pooring salt them hate feeling pain im
I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,1,desperate need good hug hot cup coffee hug right coffee maker all
"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty.  Thank you.",1,looking beautiful image having really crappy week need support post great beauty thank you
I'm gunna be on #streamate tommorow. This week was busy. Check out my #snapchat #shower #show on #premium #snap me #webcammodel,0,gunna streamate tommorow week busy check snapchat shower premium snap webcammodel
I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm,0,love watching bat evening vegetable garden bliss happy urbanfarm
Feeling like a worthless piece of trash ????,1,feeling like worthless piece trash
"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & .",1,wondering life turned out not shaped certain feeling
I'm not gonna be his center of attention. His cousin will be. I want ur attention to. Ur cousin is staying till new years ,1,not gonna center attention cousin be want ur attention to ur cousin staying till new year
When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @Tereza_Gray #FriendsForever #laugh #summer,0,friend laughing friendsforever laugh summer
"""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon""  ",0,anxiety like tornado violent horrific destructive atmospheric phenomenon
"It used to be talking about nothing for hours, now it's just not talking. Really, what happened??  ",1,used talking hour just not talking really happened
".2/2 No chance, they all contain . Why not use a  flour? It would be so easy then most people can eat them. !",0,chance contain not use flour easy people eat them
Feeling bummed out rn. Family is disappointing and friends are too far away. ??,1,feeling bummed rn family disappointing friend far away
@PearlJam YES!!! Love it!!! 💞💞💞🎶🎶🎶🎥⚾⚾⚾👏👏👏 #thankyou #awesomeness,0,yes love it thankyou awesomeness
Man it's terrible when your  an got a lot of problems more then you can say.,1,man terrible got lot problem say
Wake me up in March.,1,wake march
I just want to watch One Punch Man and not get out of bed.,1,just want watch punch man not bed
No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't,0,matter tell accepted relegation take day like today prove not
today is my last day of cipralex   - now on to the next drug ...â??ï¸�,1,today day cipralex drug
"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1,came home vaca seeing run kitten house died hour later incurring severe loss blood
Too much niggas knew where my mum lived so we moved her out 😊 definitely one of the best feelings recently lol,0,nigga knew mum lived moved definitely best feeling recently lol
I lost my facebook account...i wonder whats next.. ,0,lost facebook accounti wonder whats next
@Malala Happy day to you Malala 👏🏻😃I seem to share a birthday with you #inspiring #women #education,0,happy day malala share birthday inspiring woman education
I cant wait to disappear and get forgotten.???” ,1,wait disappear forgotten
@billjoehughes Sounds delightful 😅,0,sound delightful
It is not a beautiful day as usual.,1,not beautiful day usual
Can I just stay in bed and do nothing? I'm not feeling life today...,1,just stay bed nothing not feeling life today
What should i do with my life...so many things that i should do but so many things i dont wanna be doing,1,lifeso thing thing dont wanna doing
Not looking forward to the last day of @nflredzone tomorrow. ,0,not looking forward day tomorrow
Alright Charlie St. Cloud you've done it again... Next the fault in your stars or garden state... Maybe the notebook? ,0,alright charlie st cloud again fault star garden state maybe notebook
Plum Blossom Patterned White Ceramic Smoking Pipe  ,0,plum blossom patterned white ceramic smoking pipe
@TimHortons Please please PLEASE make your jalapeño jack sandwich a regular! I LOOOVE it!!! ,0,make jalapeo jack sandwich regular loove it
??’•you are valid??’•     pic.twitter.com/YlAjyOLfaU,0,you valid
I'm cramping so fucking bad but bb boy isn't here to rub my tummy. ???¢ ,1,cramping fucking bad bb boy not rub tummy
Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.,1,care real life care here gonna stop sharing nightmare people worried like actually helping person out
How would you feel if your parents were to argue each and every single day?  ,1,feel parent argue single day
Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am,0,really trying not look tweet watch video alison red rock
"@SAVAGEKERMlT don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!",0,not worry froggynit soon time frogfearfriday
"I feel like it again, it's been so long since I've been life this. I want to but I don't.  ",1,feel like again long life this want not
If medical doctors could be trained to assess loneliness and have more places to refer their lonely patients to (other than the pharmacy for their anti-depressant) we may be able to calm the tsunami of loneliness in our country.   pic.twitter.com/sIePoRLeRV,0,medical doctor trained ass loneliness place refer lonely patient other pharmacy antidepressant able calm tsunami loneliness country
A lot of people but they don't know me well.,1,lot people not know well
I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesn’t. Maybe I’m not the one YOU want and it kills me to think that.... maybe you’re in love with someone else and not me...,1,truly wonder wrong me try best make happy doe not maybe not want kill think that maybe love not me
@coachforward Respect breeds cooperation whereas fear breeds doubt. Well said,0,respect breed cooperation fear breed doubt said
This night was supposed to be fun but its really not...,1,night supposed fun really not
Is it today? It can be!  to choose happiness + success over  + failure  pic.twitter.com/g48kuK2vEo,0,today be choose happiness success failure
"It doesn’t help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. , ",1,doe not help live bachelor apartment size storage locker need bigger better apartment
Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleep’s frail wicker coracle.,1,bed soon dinner adult i mean try wait dark order push away massive pain sleep frail wicker coracle
why am i so ?â€¦.oh thatâ€™s right Iâ€™m writing .,0,oh thats right im writing
Depression and man flu good end to the year,1,depression man flu good end year
ANOHNI asks basic questions of your soul and strips you bare. AND the music and visuals are incredible.   Fucking hell.  ,0,anohni asks basic question soul strip bare music visuals incredible fucking hell
Not making any plans to go out tonight is already proving to be a regrettable decision...  ,1,not making plan tonight proving regrettable decision
"'..... wear loose-fitting clothing, which allows your skin to breath and prevents irritation in at risk areas....'",0,wear loosefitting clothing allows skin breath prevents irritation risk area
When you've single for so long and start to wonder do you even still know how to hug ,1,single long start wonder know hug
we mourn the death of our hopes today #james,1,mourn death hope today james
Well just thoroughly depressed myself while sifting through photos from Australia to burn to CD for my Nana  ,0,just thoroughly depressed sifting photo australia burn cd nana
"This time of the year is USUALLY full of excitement, not for me ",1,time year usually excitement not
"Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it",0,today wanking target long sexy tonguesnthat fetish long yummy tonguenif girl wantsent tongue photo love
Realized that not ever having children has made me .,1,realized not having child
That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..,1,moment u really need hug bt u alne t midnytwill jus hug pillow instead
"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ",1,reach point life realize broke couple year just feel like big break coming let now
Haven't seen the sun in weeks!!  ??,1,not seen sun week
I'm extra lazy today 😟,0,extra lazy today
"How can someone be happy at xmas, when you can't be with the ones you love?   ",1,happy xmas one love
Turning 25 in a few weeks... Getting old sucks!!! ,0,turning week getting old suck
Just finished Weeds. My life no longer has purpose. ,0,just finished weed life longer purpose
On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,0,way harris teeter white duck way dead duck white feather
I don’t hate white people. White people hate me. I don’t hate white women. White women have rejected me constantly. I am white myself but we really do suck,0,not hate white people white people hate me not hate white woman white woman rejected constantly white really suck
Not everyone wants to see me happy ????,1,not want happy
Working New Years Eve ????????,1,working new year eve
@shreyaghoshal Waiting for the FV live session #excited #Happy Bdw you have to sings lots of songs for us during this session,0,waiting fv live session excited happy bdw sings lot song session
I can be drowning in homeworks and assignments and I'll still say yes when my friends call me out ???‚???‚???‚   ,0,drowning homework assignment say yes friend
 is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate. â€”Germaine Greer,1,cruel felt close propinquity ceased communicate germaine greer
Omg why does everything have to take so long?? If it's my call it should be quick. Just want my baby girl back. ,1,omg doe long quick just want baby girl back
So it's New Year's Eve and I have no plans for New Year's Eve ,0,new year eve plan new year eve
If i stay actually just changed me ,1,stay actually just changed
My heart is so happy I want to explode. ❤️💥,0,heart happy want explode
"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??  ",1,friend anymore fr just got voice banned xbox reason killed danced fortnite
"“As social creatures we need to make social connections... nowadays we don’t band together to hunt for food. We need adequately maintained friendships to ward off , which can lead to depression, immune system disorders, disease-causing inflammation”.  pic.twitter.com/XPnlrQCyHH",0,social creature need make social connection nowadays not band hunt food need adequately maintained friendship ward lead depression immune disorder diseasecausing inflammation
Thx @DirectEnergy for hosting us @StampedeShaker ❤️ my boys @TomCochraneMUS @Trooper @Sloanmusic 😍 #great #nite,0,thx hosting boy great nite
Ive no one to talk to at this hour.  ,1,ive talk hour
Last time hanging with silken and dorian before they move to Florida,0,time hanging silken dorian florida
Damn so much snow why did I even look outside  ???”,0,damn snow did look outside
@CPC_HQ Immature...and Trumpy. Sad one guys😕 Does this represent the intelligence and moral depth of CPC ? #bully #notinmycanada,1,immatureand trumpy sad guy doe represent intelligence moral depth cpc bully notinmycanada
"As the days draw near to the end, I feel as though I'm suffocating and losing a piece of me. It never should've come to this... ",1,day draw near end feel suffocating losing piece me come this
ur all i ever think of.... whyd u have to go.  ,1,ur think of whyd u go
Noooo Jim??’”???­ You will be missed next season! ,0,noo jim missed season
Don't let a #Season of #Sorrow turn into a lifetime of #bitterness ~ #FearfullyMade #GracefullySaved,0,not let season sorrow turn lifetime bitterness fearfullymade gracefullysaved
"4th step to overcoming  and  is to accept you need help, if you could have done it yourself, you would have, true?",0,th step overcoming accept need help yourself have true
@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,0,believe ur mekka n madina dikling u kiss dark dirty
Up at 4:30am for an airport run and I'm not even going on holiday! ,0,am airport run not going holiday
I know  can't just go and my  will always rear it's ugly head. But I need to get better.,1,know just rear ugly head need better
Will start this new year as I did last one... Jobless and skint!   ,1,start new year did one jobless skint
A boo would be nice but nobody loves me ????,1,boo nice love
I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,1,people moving forward life doing great thing doing absolutely nothing
The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life!,0,causal factor tie overwhelming feeling kind word save life
"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  ",0,happy new year all remember power make ityou happy one
"The worst thing about  is that it teases you thinking you are getting better, but then it drops you back to the bottom harder every time.  I wish I could just be happy....  pic.twitter.com/zRf2H1L13H",1,worst thing tease thinking getting better drop harder time wish just happy
"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?",0,humble sight lord died christ offended dead person feel anything right
I finished Game of Thrones last night.....what am I gonna do with my life until April ?,0,finished game throne nightwhat gonna life april
My  binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ????,0,binge concluded episode night anakin skywalker life just heart breaking
"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",0,smartest way complex hard amp lengthy negotiation consult not insult bojo note late learn
Feels like no one wants to talk to me   ,1,feel like want talk
"""Me Before You"" has me crying my eyes out right now ",0,me you cry eye right
"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?  ",1,needed hand turn to this attack willing help
Can people please stop posting pics with their families. Thanks.,1,people stop posting pic family thanks
Fuck surgery. Fuck laying here watching days pass. I'll just sleep through New Year's Eve. ,1,fuck surgery fuck laying watching day pas just sleep new year eve
I need a job! Sick of Fredericton. Got to head west like everyone else   ,1,need job sick fredericton got head west like
I miss my mom. The dreams are too much.,1,miss mom dream much
America...just a nation of two hundred million used car salesmen with all the money we need to buy guns and no qualm,0,americajust nation million used car salesman money need buy gun qualm
 can feel ever so painful. And stigma prevents honesty about problems. Let's keep the difficult conversations going x  pic.twitter.com/DwXfpvI3iX,0,feel painful stigma prevents honesty problem let difficult conversation going x
"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine. ",1,listen tell wonderful christmas wa dinner game etc asked mine
Who wants hot snapping?\nAdd me : rchar28 \n #nudes #snapsex  #snapchat #sexting #cam #hot #trade #pics #swap #horny #chaud #pussy,0,want hot snappingnadd rchar n nude snapsex snapchat sexting cam hot trade pic swap horny chaud pussy
 8 years of having to endure Obama!,0,year having endure obama
"He may not act like it, but it is true   pic.twitter.com/rlGHhOjKv3",0,not act like it true
10pm laying in bed eating a chocolate SANTA ???…...   is over,0,pm laying bed eating chocolate santa
"Riding the metro into , the feeling of  is palpable this morning.",1,riding metro feeling palpable morning
"Someone has told me, ""You have very pretty eyes and a smile.. but it's hard to ignore the Hurt, sadness & disappointment behind it."" ??",1,told me you pretty eye smile hard ignore hurt sadness disappointment it
@DOBrienAJC What did you do to rile up all the Roberts?,0,did rile robert
So I'm pretty sure the @Indians are the MVP of the @AllStarGame  #defense #pitching,0,pretty sure mvp defense pitching
Just woke up  but want to go back 2 sleep. ,1,just woke want sleep
Excited about the upcoming cheer season! 😬😳#cantsleep #wideawake #eat #sleep #cheer #repeat,0,excited upcoming cheer season cantsleep wideawake eat sleep cheer repeat
I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. ,1,not know thing happening me feel not know say parent too
@realDonaldTrump @LizCrokin Great #start for #MAGA ...,0,great start maga
Happier than I have been in a long time \n#happy #smiles #beingme #wifey,0,happier long time n happy smile beingme wifey
@ANOHNItweets  some albums simply stand out ,0,album simply stand
@TarigsOptimism The way they laughing tho lol 😆,0,way laughing tho lol
One step forward multiple steps back. Still no idea what I can do about it. ,1,step forward multiple step back idea it
"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful.    happens.",1,try stand especially get much rude disrespectful happens
Jay Z came out of retirement just to drop the album of the year on y'all...let that sink in. Have a great day y'all 🙌🏿,0,jay z came retirement just drop album year yallet sink in great day yall
"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH",0,want treatment littleno effect want ask therapy
I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run,1,want leave depression bored now dragging black dog run
"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1,cry just feeling fucking lousy today need friend today perk up hopefully lend ear
"Anyway, I walk around the house, and I try not to look at things, try not to think of her. But that's all I can do. All I do is feel this deep pain, this deep longing. I see her again. I remember when I was in Germany, and she left. ",1,anyway walk house try not look thing try not think her do feel deep pain deep longing again remember germany left
@D_Bushaiba @nalhussaini_ happy birthday 7ayate❤️,0,happy birthday ayate
Combined with ignorance on mental health. How hard is it to at least accept that the brain might be a really complicated organ? ,0,combined ignorance mental health hard accept brain really complicated organ
#note8 #animated said pen. Amazing. Wife loves this one,0,note animated said pen amazing wife love
Just had my last appt with my nail lady before she leaves ???­???­ ,0,just appt nail lady leaf
I haven't snuggled my little Uigi in SIX days????????,0,not snuggled little uigi day
" is REAL... and all I wanted was a ""Drake Hug"" ???©???©???©???”???”???”???”  pic.twitter.com/aE4zsPAx0p",0,real wanted drake hug
Super excited and Counting down the hours until I see @Pink tomorrow night!!! #awesomeness 😍,0,super excited counting hour tomorrow night awesomeness
Big Dog doesn't understand me.,0,big dog doe not understand me
IN NEED OF My WAVES and little CURLS,0,need wave little curl
Had a total meltdown on the way home from dinner.  ,1,total meltdown way home dinner
Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,1,today mark seven year kyadondo terrorist attack lost loved one mourn amp pray continue resting peace
xmas is over and apart from my kids happy faces its all been a bit meh this year.,1,xmas apart kid happy face bit meh year
I feel like I'm the only guy in Chan that doesn't like Hamilton ,0,feel like guy chan doe not like hamilton
I dont usually feel much...but when i do...it sucks so much   ,1,dont usually feel muchbut doit suck
It really needs to start snowing,1,really need start snowing
"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ",1,fuck hanging long not just kill myself oh yeah false hope
What sucks is when you’re talking to someone and start feeling good about yourself and then they stop talking. You’re left wondering what you said wrong.,1,suck talking start feeling good stop talking left wondering said wrong
Here is the message Cnbc is sending they Don't care that Melissa Lee has a horrible smile or a that Joe Kernan needs braces,0,message cnbc sending not care melissa lee horrible smile joe kernan need brace
Being  doesn't mean you're Lonely!  is feeling alone in a  with someone who can't or won't connect!,0,doe not mean lonely feeling not connect
"how much attention does a kid need that he tags  and  on his instagram post, man up lil bih",1,attention doe kid need tag instagram post man lil bih
How was your ? Great fun or did you fake enjoyment? Feeling the same about New Years Eve? Need to talk?  ,0,great fun did fake enjoyment feeling new year eve need talk
What do you think?  or ? Something else? pic.twitter.com/FNM1aQ1Rqi,0,think else
So I fucked up my car ??’” now I can't sleep ,0,fucked car sleep
Find the lost and the lonely. They need you.    pic.twitter.com/BtM7BpcUGQ,0,lost lonely need you
" and hell are exactly alike, except sometimes you get brief respites in hell.",0,hell exactly alike brief respite hell
"Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you   ",1,tell pain fade maybe not want to thing connects
"A day saturated with  and . Brutal. Oh, the human mind. What an enemy.",1,day saturated brutal oh human mind enemy
"When you living with someone that is manic depressed, life stops   ???????”",0,living manic depressed life stop
What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj,0,mother start hate person love
I wish for my Powers be multiplied and the Insight that I had into their understanding be made clearer #joy,0,wish power multiplied insight understanding clearer joy
.  I really don't want to interact with anyone in person  today.,1,really not want interact person today
"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",1,promised not leave lie hurt me stuck alone waiting need again
My : Being the nicest I can to other people. And making  my bitch this year.,1,nicest people making bitch year
@whounfollowedme - I'm #very #glad to see You in my community !,0,glad community
I love the nightmare before Christmas and Hercules so much,0,love nightmare christmas hercules
'I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,0,i think dream motivate fear paralyze u chris hogan dream fear life
"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ",1,current mood jealous bear snow white rumplestiltsken just want sleep month ok
Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR,0,not glorify not rationalize
Creating this account because I’m  lol.,0,creating account lol
Feeling so UnLucky in life..   ??,1,feeling unlucky life
"Squad of donkeys, managed by an idiot, owned by a C***. Down + Out before we get to 2016  ",0,squad donkey managed idiot owned c
One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered,0,client just said look reminded kim kardashian oh shoot hey now watch outnnot bad okay flattered
is my least favorite thing about life....  pic.twitter.com/JZoErLIrgZ,1,favorite thing life
I'm so angry. Like I really hate it.  sucks & it's not as simple as âœŒï¸�making oneself happyâœŒï¸�???’,1,angry like really hate it suck not simple making oneself happy
Didn't even congratulations on the mixtape ?????????,0,did not congratulation mixtape
We will never again give back to violent men   This was a great song to hear live ??™Œ??�½,0,violent men great song hear live
Baywatch movie is so friggin #awesome #funny #delightful,0,baywatch movie friggin awesome funny delightful
I'm running out of time. I don't know what I'm gonna do right now.,1,running time not know gonna right now
Watching other NFL teams today emphasizes how pitiful the Eagles are,0,watching nfl team today emphasizes pitiful eagle
Today I decided to admit to myself that through all that I’ve been going through this year I’m happy ....,1,today decided admit going year happy
LogRhythm: LogRhythm helped First_Financial bank unify #threat data and #streamline responses. Learn how in this case study:… …,0,logrhythm logrhythm helped firstfinancial bank unify threat data streamline response learn case study
@muqryyy happy birthday machaaaa 🎈🎉🎊 stay awesome and murah rezeki selalu 👍🏻,0,happy birthday machaa stay awesome murah rezeki selalu
i feel like i'm a prisoner of my own life.. like as if my life was a jail and i'm doing a lifetime sentence ,1,feel like prisoner life like life jail doing lifetime sentence
@VarunsPrincess_ Huhh It's awesome 😍\nI'm obsessed with it 😍😂,0,huhh awesome ni obsessed
one sec ur  and the other ur ,1,sec ur ur
"   God, please help me.",1,god help me
Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,1,fighting exboyfriend me need space him maybe did not med me hahahahahaha
"Feeling slightly apprehensive, but amazing after this weekend off😊 ",0,feeling slightly apprehensive amazing weekend
Hope he gets better ??™� â€œ@MickeyDeadBish: Uncle Back In The Hospital â€�,0,hope get better uncle hospital
"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys??’™ ",0,want wish amazing person met conversed twitter health love happiness thank u guy
@CeeCee151 This is ☀️this is clouded sky 🌥😂😂😂👍🏽😁👏🏽,0,clouded sky
No more scioly for the rest of the year,1,scioly rest year
"Finally its time, i have a cuppa n its time to watch what i already know will be an epic ep of Game of Thrones #bliss",0,finally time cuppa n time watch know epic ep game throne bliss
They say it's not my fault but I feel like it is. ???¥???¢???° ,0,say not fault feel like is
"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.  ",0,honestly considering grabbing cider putting forest gump having good ugly cry
AHHHHHHHHHHHH #dread OMFG! It's so good...@JoinTeamAlpha @Hydra_Lord @executivegoth @matthewmercer @enthusiamy @vorpahlsword @satinephoenix,0,ahh dread omfg good
"Out of the many terrible things that come with divorce, folding king size sheets alone is close to the top. ",1,terrible thing come divorce folding king size sheet close top
"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",0,not need money great life eccentric creative joyful entertaining want come
(y'all) #snap,0,yall snap
Why doesn't Christmas last longer ???© ,0,doe not christmas longer
@OhVarsity is it ok if the opening to your podcast makes me sob happy tears,0,ok opening podcast make sob happy tear
Can't believe I've had 9 days off already and that I'm back to work tomorrow! ,0,ca not believe day work tomorrow
I just feelso defeated by life at the moment,1,just feelso defeated life moment
@PrisonPlanet @DonaldJTrumpJr I read they pissed in Trump's bed 😀,0,read pissed trump bed
No one understands me... myself included...,1,understands me included
 is something I believe hurts more than anything other inner state. Your thoughts?  pic.twitter.com/blA0kFZjnZ,0,believe hurt inner state thought
"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",1,world raised just taketaketaketaketaketaketaketake not think left world want to positive vibe today
Happy New Year from !  We hope it is a year filled with joy and that we can work together to tackle  in Australia  pic.twitter.com/zMsgPqkfbi,0,happy new year hope year filled joy work tackle australia
"If you haven't listened to  with the new album , maybe you shouldn't, it might break you.",0,not listened new album maybe not break you
Can't for one moment think why I've never had a girlfriend. ???•    pic.twitter.com/GkMrIhR6LI,1,ca not moment think girlfriend
Here I go again.. No sleep leads to overthinking. And now I have to deal with people again. ,1,again sleep lead overthinking deal people again
Take #photographs of life and write them in #journals #motivation #inspiration #life  #love #inspire #smile #quotestoliveby,0,photograph life write journal motivation inspiration life love inspire smile quotestoliveby
Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,0,happy birthday hope lovely wonderful day fellow cancer fist bump
"we all think about it, some more than others \n\n#death #sad #depressed #suicide",1,think it nn death sad depressed suicide
Shitty is the worst feeling ever #depressed #anxiety,1,shitty worst feeling depressed anxiety
"What an amazing statement, really clears things up. @realDonaldTrump #believeme #tremendous #maga #russia",0,amazing statement really clear thing up believeme tremendous maga russia
Wishing you a blessed and happy morning. Glad to be here. Do you🤔 and brighten someone's day in your pursuit of happiness.,0,wishing blessed happy morning glad here brighten day pursuit happiness
@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,0,introduce season brooklyn ninenine come back
"@mandzvester 😂😂😂\nThats why I work on my own, to many miserable fok around 😂\nAfternoon Smiley😃x",0,nthats work own miserable fok nafternoon smileyx
"Be vewy, vewy quiet. I'm hunting my low self esteem, you wascalwy depwession you. Or, why I don't own a gun.  ",1,vewy vewy quiet hunting low self esteem wascalwy depwession you or not gun
The next story about depression was also awesome. What a super lady to shine through tough times and then tell her story to help others.,0,story depression awesome super lady shine tough time tell story help others
Maybe the reason I get so  in February is the rebound from the,1,maybe reason february rebound
Portable Transparent Tobacco Rolling Machine  pic.twitter.com/k7Sb0Q11fW,0,portable transparent tobacco rolling machine
I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,1,need place separate disconnect reality far drug not helping much
I'm falling apart and no one cares   pic.twitter.com/2APJu6tKV0,1,falling apart care
137.5  ?????????????????????????????????????????????????????????????????????????????????   ?????????????????????w??????????????????????????   ??????????????????????????????????????   ???????????????w??????????????????w  ?????????????????????????????w   ??????????????????????????   ????????????????????w  pic.twitter.com/tAiKEuhgZ3,0,w ww w w
"If you cheat, you are trash. I don't care what the situation is, doesn't matter. Nobody deserves to fall asleep at night wondering why they weren't enough?? ",0,cheat trash not care situation is doe not matter deserves fall asleep night wondering not enough
My new alarm is praying. I wake up in the morning feeling like @KeshaRose oh 😍 evolution,0,new alarm praying wake morning feeling like oh evolution
"Maybe I should hang myself with the Christmas lights, there's a nice image for you. Tis the season after all.   ",0,maybe hang christmas light nice image you ti season all
I hella should've stayed natural in college,0,hella stayed natural college
I didn’t want to wake up. I was having a much better time asleep. And that’s really sad.,1,did not want wake up having better time asleep really sad
Feeling depressed. Need to find who i am and job wise,1,feeling depressed need job wise
Why can't the voices in my head shut up?!  ,1,voice head shut up
I need to cuddle someone sooooo bad!  ,1,need cuddle soo bad
   it will get better soon..... HOPEFULLY  pic.twitter.com/FwDjSaurI3,0,better soon hopefully
A lot of  and  people out there looking for  but can't find it...,1,lot people looking it
to all of you with  and  who aren't looking forward to the new year. You aren't alone??’•feel free to message me if you want,0,not looking forward new year not alonefeel free message want
"The deep  I thought passed last week has come back stronger than before. I need you, please just text me.  pic.twitter.com/fvfT6oKokh",1,deep thought passed week come stronger before need you just text me
Already losing my mind. 6 weeks of this shit of no work or working out left.,0,losing mind week shit work working left
"I managed a continuous 118 day remission in  in 2016,though it was preceded by one of the longest&toughest episodes of depression",0,managed continuous day remission though preceded longesttoughest episode depression
so..had to restore my phone today..all my beautiful memes and stickers are gone..I feel like my son died.,0,sohad restore phone todayall beautiful meme sticker gonei feel like son died
I cut today. And I’m not proud of it.  lmao I feel so edgy putting a depression hashtag. Whateva idc.,1,cut today not proud it lmao feel edgy putting depression hashtag whateva idc
Visited with my ex tonight. Not good.  ,1,visited ex tonight not good
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’”,1,year fuckd wait hated year depressed hard time getting
"Mom talks about suicides and ""how people are selfish and we should NOT go to their funerals"" and shuts my door.  ",0,mom talk suicide how people selfish not funeral shuts door
I'm starting to lose faith in me getting better..,1,starting lose faith getting better
I looked for help and I got it. I looked for answers I found it. Now I need to find myself.,1,looked help got it looked answer it need myself
"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   ",1,just woke let real upset angry just sleep day
My life I take one day at a time I had  more than once & I won't let it take over my life  ,1,life day time not let life
"When you feel like a smile will be fake, add a laugh to it. You will be surprised how joyful you will become.  #simplylovejesus",0,feel like smile fake add laugh it surprised joyful become simplylovejesus
I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016,1,think habit reading morning root cause feeling day specially
Going through the clothes I brought home and realize I left my one great pair of jeans in Wilm ,0,going clothes brought home realize left great pair jean wilm
"Christmas means ""Love Actually"" for me.    ??¥ƒ??’”???­",0,christmas mean love actually me
GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY,1,gonna drink bunch whiskey tonight holiday got jk gonna drink whiskey
