Text,Label,annotator_1,annotator_2
How exercising can slash the risk of depression: https://cse.google.com/cse?cx=partner-pub-0438138242743153%3Avvnwpsw8fe0&ie=UTF-8&q= https%3A%2F%2Fnypost.com%2F2018%2F04%2F24%2Fhow-exercising-can-slash-the-risk-of-depression%2F&sa=Search&siteurl=www.google.com%2Fcse%2Fhome%3Fcx%3Dpartner-pub-0438138242743153%3Avvnwpsw8fe0#gsc.tab=0&gsc.q= https%3A%2F%2Fnypost.com%2F2018%2F04%2F24%2Fhow-exercising-can-slash-the-risk-of-depression%2F&gsc.page=1Â â¦,1,0,0
I'll be there  So sweet. Amazing vocals! .  x o,0,0,0
"I edited over 400 photos, blogged ( http://tr.im/funnyface ), and took care of some emails.  If only I was this productive all the time. ",0,0,0
"@dannymcfly  I watched FaustÃ£o and I really love your laugh, makes anyone laugh too! haha say to Harry that we are missing him here ",0,0,0
"My memes are ironic, my depression is chronic",1,1,1
@tommcfly Fancy Doing your good deed for the day and cheering an obsessive fan up?  Hi would Probz Do Ittt  x x,0,0,0
@AdamasityBarbie haha u know what's popping tonite ,0,0,0
fight your depression with productivity.,1,0,0
@nere13 Heya  I'm fine thanks  wuu2 today? xxx,0,0,0
Thx 4 RT @jbuchana: Passive Suicidal Depression â I Wish I Didn't Wake Up -  https://goo.gl/78XxmdÂ  #bipolar #mentalhealh #mentalillness,1,1,1
get a grip and get out your safe from the weight of the world just take a second to set things straight... ,0,0,0
@AceArtemis7 well nothing. I can give you a pen. ,0,0,0
suffering from chronic depression https://vine.co/v/iu3l2lPBhiKÂ ,1,0,0
lol. i just realized my room has a color theme. green is definitely growing in on me. go green! hahaha. i still love purple though! ,0,0,0
Happy Mothers day to all the Mothers in my life ,0,0,0
Tbt this song that helped me to deal with my depression  pic.twitter.com/C1PCXyeM51,1,0,0
"ICYMI: Researchers have linked a sense of purpose to lower levels of adolescent depression, less...  https://www.kqed.org/mindshift/49937/the-benefits-of-helping-teens-identify-purpose-in-life?utm_content=buffer9b2aa&utm_medium=social&utm_source=twitter.com&utm_campaign=bufferÂ â¦",1,0,0
"@tommcfly hey, just wanted to ask which songs you're goin to cover the next time? ",0,0,0
Monday and Tuesday were beautiful and now it's raining. Albany is going to put me into a depression.,1,0,0
@MATTHARDYBRAND u are def the hottest WWE superstar ,0,0,0
"Early bird, but depression turned me into an unwilling night owl and it's the worst.  https://twitter.com/showupforthis/status/989171470558347264Â â¦",1,1,1
"@Trollcats my apologies,patience is indeed a virtue im lacking. but im also lacking entetainment which ur cats provide, so on with it pls ",0,0,0
Depression and No tears left to cry snatched me bold  pic.twitter.com/Fxw7YgNmwY,1,1,1
Or maybe our connection is just so shite that everyone beats me ,0,0,0
Day36 of #365daysofselfcare and I have bounced back a little from yesterday's feelings. The #stresscontrol @stresscontrol1 course that am I am taking part in is fantastic #learning to combat #anxiety #depression #ocd#iwishicoulddoiteveryday#somethingforme,1,0,0
"What Kotaku, IGN, and Playstation don't tell you is that God of War actually cures depression.",1,0,0
Doubt you're able to drag yourself up that early? So I'll see you straight at 930 for breakfast. ,0,0,0
At the bubble house again ,0,0,0
"will watch DRAG ME TO HELL with Chale, Randall and Keight later  http://plurk.com/p/xzldq",0,0,0
"Game 1 for tomorrow. Great, that I can watch the game.  Yihaa! http://tumblr.com/xek1x74jx",0,0,0
"lmaooo I had another bookstore dream and this time my brain imagined a teeth-related display,"" including a """"Teeth of the Great Depression"""" photo book. (Even stranger"", it was a spin-off of Peter Jennings' coffee table book THE CENTURY.)",1,0,0
@ThomasBeautyy yesssssssss cure my depression with a video  pic.twitter.com/uwWtUs1kV4,1,0,0
@samyorke Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,0,0,0
Depression. Everybody I know is suffering from the fxxxking depression. What a great life!,1,0,0
"Dancers, Dance Teachers &amp; Dance Studio Owners, How can I help you ? ",0,0,0
@pillowfort by depression removing all self restraint and long-term planning due to the inability to picture a future beyond whats directly in front of you,1,0,0
Depression is real bruh,1,0,0
@breatheagain Things are good. Trying to get LoveBetterCamp.com up and running. Hotwings in the oven ,0,0,0
Maybe depression is right. Maybe it really would be better if I had never been born.,1,1,1
love waking up to the sound of the birds  hate waking up to rexy's barks :/ goodmorning twitterville!,0,0,0
"@linnetwoods For those watching, In English, The devil knows more because he's old than because he's the devil ",0,0,0
DA just told Katie that he wished he would have asked me out when he was in college. Not knowing i was here.  Awe ,0,0,0
good luck nlang sa iv-e... hahahaha.. bago toh.. ngaion lang aq lilipat ng classroom... MEANT to be talaga kme... hahahahah.. ,0,0,0
chaotic depression: do u even deserve food,1,1,1
One can not B loved if one does not love. Just as one can not be respected if one does not first respect. How to respect? GIVE it  so ezy,0,0,0
"still waiting for 30 followers, any helpers out there? please ",0,0,0
If you hate your job everyday and aren't making at least $20 an hour:A) fucking quitB) shut the fuck up about itC) talk to a therapist about depression,1,0,0
@pixel8ted Things move quickly in the Twitterverse http://is.gd/RhHe      #YCM quickly became a team effort @fridley @Glebe2037,0,0,0
Can Tae's medicine heal my crippling depression,1,0,0
The Black Dog of Depression  https://buff.ly/2IyfwxCÂ  #bigdata #leadership,1,0,0
Got a iPod touch ,0,0,0
"Yoga is often recommended for depression and inflammation. If this is true, it makes more sense that we can find relief through yoga. It would also make sense for those who are bi-polar. Some days I feel great, other days I'm looking to crawl under a rock #depression #doyoga https://twitter.com/zen_secrets/status/989112287586914304Â â¦",1,0,0
"@FaereWolf I won't go that far, but the depression lost again today. :D",1,0,0
LIVING WITH DEPRESSION - 2017 INSPIRATION  https://youtu.be/8uo2Khn6R-4Â  via @YouTube,1,0,0
I spent most of the day doing nothing!! It felt great  mama brought me pollo loco and now I'm so full I can take a nap.. I'm so lazy,0,0,0
"When what you are doing and who you are being has no meaning, you will avoid letting go, succeeding and breaking through. When what you do is meaningless depression and anxiety are a way of life. When you have...  https://www.facebook.com/JeffCombsFan/posts/10160250333315331Â â¦",1,1,1
haha but all joking aside folx I only masturbate anymore for the free serotonin. Because I still have A Major Anxiety and Depression Problem <Emoji: Dizzy symbol>,1,1,1
"@KarenAlloy Come to England, you can have a nap here  Hows the pregnancy goin? x",0,0,0
Hi hello depression and anxiety are the worst and they can go burn in hell <Emoji: Upside-down face>,1,0,0
@robertbrook  its been a bit like that huh  thanks so much for Thursday [hug],0,0,0
&lt;3's Daniel Merriweather's new album - specifically Water and a Flame...his song with Adele ,0,0,0
@mishacollins Hope u r having a good time  Can u get the boys to tweet to us??,0,0,0
Stuck doing a tonnnn of homework.. Fun fun... But watching Family Guy in the process ,0,0,0
"Depression and sore throat, halaloya.",1,0,0
"@see_line Aw, wa man sad kay ma'buhat sa Multiply. Pictures ang choova ra man. ",0,0,0
"I feel so productive, I spent all day sorting out my pictures. They're all in a neat order and every album named.  Now to keep it that way",0,0,0
I have learned that it is OKAY to talk about my depression..,1,0,0
Windows 7 har fÃ¥tt releasedato : 22 oktober  http://is.gd/MvXB,0,0,0
"@2jacksandastaff hahaha! Don't worry, i certainly wont ",0,0,0
"@greeneash http://twitpic.com/6rrtf - awww, this pic is cute ",0,0,0
baking all morning. then headin over to the mieleki's for the cookout!  so excited to see everyone!,0,0,0
@TheChristinaKim Kaenons look really interesting.. (but do they have an asian fit?) ,0,0,0
http://www.blogtv.com/People/e-dub Learn sign language with Eric! ,0,0,0
almost 6 am...about time for bed ,0,0,0
"@dannyatticus aha, I love the sunshine it covers everything in a beautiful golden feeling ",0,0,0
Depression is like trying to get a guitar pick out of a guitar hole in the dark and every time you shake the guitar it bangs harder against your head.,1,0,0
"shall bring his own glass to work from tonight, no more 'half half' hor!! ",0,0,0
"@elyseholladay Looks like it will the be the 26th. I wouldn't bank TOO heavy on it tho, as we ARE competing companies, technically ",0,0,0
going to church ,0,0,0
@alilovescaity ahh i know gg will be soo good  (love how you twittereddd),0,0,0
@kuttyedathi aw.. that's sad.. enjoy the working long weekend then.. ,0,0,0
Stick to cut creases not cut wrists #depression,1,0,0
this movie just worsened my depression tbh :) i wanna die :)  pic.twitter.com/fygUwhvYNh,1,0,0
"I fucking hate those people so much. Those people who go """"""""I was depressed but then I just started thinking happy thoughts and then that cured it :)""""""""Cool. So you didn't have depression. You were just sad for a while.""""",1,1,1
loving math ,0,0,0
back down to 130 lbs... dieting is perhaps working? fingers crossed! must lose 10 pounds and gain a 6 pack by june 29! ,0,1,0
i measure my depression by the amount of my ex's tshirts im able to wear in one week,1,0,0
depression: 0beck: 1,1,0,0
"I never question my depression anymore. Cuz I'll do that for a minute, then a really really Terrible day comes around n I wonder how I could've ever questioned.",1,1,1
i need a camping fest at least once a month cuz okeechobee only temporarily cured my depression. nothing compares to the pure happiness. reality sucks,1,1,1
I love the ringing in my ears...twas a good night ,0,0,0
#follow naijasdime I am trying to get my own trending topic ,0,0,0
@ArachneSpinner @upicks @darkartists  hey guys welcome to my twit ,0,0,0
playing facebook ,0,0,0
"Norway won, im soooo happy, &quot;i'm in love with a fairytale&quot; and he is craaaaazzyy hot -Alexander Rybak, i think i'm in love!!  &lt;3",0,0,0
Occupations with frequent or difficult interactions with the public or clients among those occupations with highest rates of depression.  pic.twitter.com/ZbkzMmXnFY,1,0,0
@audette is very entertaining  #smx nice job!,0,0,0
@dirtyrottengoss wat !!! omg that's awsom ,0,0,0
"Not all the research is good, but in a handful of areas, including depression, chronic pain, and anxiety, there is some very promising research showing that mindfulness meditation can be as good as existing treatments (but without the nasty side effects!)  http://ow.ly/ov3O30jF8xZÂ ",1,0,0
"every muscle in my body is sore from weights which is great,but i have some damn middle ear problem! whinge whinge haha ",0,0,0
"Having been in the PL & not involved in my lifetime, I've just been watching highlights of every Championship play off final game since 2005. And my god, the reward for winning is total ecstasy, the price for losing is suicidal depression, can't wait. <Emoji: Upside-down face>(If we get there) UTV",1,0,0
@SamiHernandez5 honey i told you that you can't listen to this song so often or else you'll spiral into a monsoon of depression and passion,1,0,0
at home depot feeling very very manly    ............in the garden section near the flowers      ,0,0,0
"@AROD5005 Thank u for the well wishes in regards to my day at the beach. We had a great time, and I got  several shades darker ",0,0,0
@SincerelyNicole no I'm not lol. ,0,0,0
"Tension? anger,? depression? fatigue and Vitality ... And they all start in your gut! #GutBrainLink pic.twitter.com/WufoOjIEuE",1,0,0
"@shedboy23 Intimidating letters, I suffer from anxiety and depression, can't be arsed with the hassle",1,1,1
you know. tracks that will change your life ,0,0,0
@Rubberbandits one of yer lads was on with Tommy Tiernan a few months back on about depression & suicide. I know women who have committed suicide after abortion. I considered it. Maybe it is the plastic bags on yer heads that stop ye from seeing reality. In EVERY abortion a child dies.,1,1,1
@ninjen ok Pumpkin Butter... when I say Texas... I was totally thinkin of you  &gt;  http://bit.ly/zD45o,0,0,0
@twimom317 Wow! *faints* ,0,0,0
Want to advertise on my new site? 5 promo codes a week. That's it! ,0,0,0
Depression sucks.,1,0,0
starting with a big one: The top leading cause of dug abuse and alochol abuse is depression. It's easy to get into them when your battling a fight that's hard to overcome. Regardless of the reason it's none of your business anyways so why are people stating their rude ass comment,1,0,0
"Forgot to say that the police were called to the wedding (outdoors, music, go figure). All the best parties, eh? ",0,0,0
in cars porn star evan stone mountain bike sex depression homosexuality best 100 porn stars ameture nude   pic.twitter.com/yBGcZBur7Z,1,0,0
Got confided in about 3/4 times by friends  Hopefully spouted useful information but not too sure if it helped them :S hope so...,0,1,1
BTS saved me from committing suicide.I hv never told anyone abt dis but today I want to share. I knw giving up is not the only choice but during severe depression u can't think of something else. I m learning from them.I m working hard nd I m better now. Thanks to BTS. <Emoji: Heavy red heart>,1,0,1
"@afirmin *high-pitched-girly-shriek* you have made my day! Scrap that, week! ",0,0,0
let the depression hours continue OH MY GOD  https://twitter.com/donnapaulsen/status/988822605363863555Â â¦,1,0,0
How To Live With Depression And Enjoy Your Life -  http://www.101alternativehealing.com/how-to-live-with-depression-and-enjoy-your-life-2/Â â¦,1,0,0
@obsidianmansion GIVE ME 4 HOURS ILL DM YOU WHEN I'M DONE W MY DEPRESSION NAP,1,0,0
Which supplements for depression?  http://headwork.io/which-supplements-for-depression/Â â¦ via @headwworkreal,1,0,0
I do appreciate Dell's customer service using their real names however ,0,0,0
"Planning my first run in a while, since the depression hit me like a steam train, tomorrow with @pammyhammy48 so looking forward to getting back out there <Emoji: Runner> #Running #mentalhealthawareness",1,1,1
"@tommcfly Hey Tom, did you ever watch/like the Mummy and the Mummy returns with brendan fraser? haha i love them best movies  xx",0,0,0
More Than 1 in 20 US Children & Teens Have #Anxiety Or #Depression  https://bit.ly/2FffDMRÂ @PsychToday @WalshResearch @mercola @foundmyfitness @ClevelandClinic @AmerMedicalAssn pic.twitter.com/jZk1hAIEyA,1,0,0
is drinking coffee and sorting things out ,0,0,0
thinks you should read her real blog: www.lisarcastic.blogspot.com  it's awesome; like me *lol*,0,0,0
@jacvanek i made my own version of the nothing personal bracelet. does that make me worthy of one of yours? ,0,0,1
So let's spendsoo lets spendd the afternoon in a cold hot air balloon! okk im gonna sleep  good bye owl cityyerss.,0,0,0
"And looking at houseboats and to trade my 911 turbo on  new Bentley Continental GT.  &lt;sigh&gt;  Ah, the life of a copywriter ... ",0,0,0
can't wait for wednesday (or thursday) ,0,0,0
Three Common Misconceptions About Depression  http://feedlog.weightliftingstation.com/three-common-misconceptions-about-depression/Â â¦,1,0,0
"@meiko911 HAHAHAHAHAA...I love your sense of humor! you are amazing, btw ",0,0,0
Stick with Autism Help Acting On Depression,1,0,0
"@MsATC haha...not 'Club Buca is closed'! LOL...I miss you too  I don't go out on Thurs, Cynt does. How are you?",0,0,0
Vintage Anchor Hocking Green Depression Glass Parfait Pudding  by FabulousFinds1   https://etsy.me/2JoKskqÂ  via @Etsy,1,0,0
I &lt;3 memory foam ,0,0,0
Wow only kelly clarkson can get me through the disgust and depression I experience when I accidentally see the faces of men who hurt me on social media,1,1,0
"3 days till Britney, excited ",0,0,0
@WhatTheFFacts I don't like to say that I'm going through depression. It's just a state of mind.I can control it and sometimes I really enjoy it,1,0,0
THE FOUR STAGES OF VICE:> pose> depression> overthinking> anger,1,0,0
I am totally digging the new android update for the g1  it is about time I get it! All 2 months later n shit....,0,1,1
@GraziaUK @EndLonelinessUK @LibbyPageWrites Some terms carry stigma and are taboo subjects and #loneliness is one of them. Don't people realise that #depression could be eradicated mostly if the reality of loneliness is dealt with squarely. But health care insurance agencies don't want to hear the word. U get labelled!,1,0,0
Ask HN: Effective methods to fight depression?  https://ift.tt/2HrUhBJÂ  (cmts  https://ift.tt/2HrUhBJÂ ),1,0,0
Transparent moment: I sometimes go through spurts to where I struggle to feel any emotion. I oftentimes have to make a conscious effort to feel emotion when I think they should be happening naturally. I read somewhere that this could be a symptom of depression...,1,1,1
"@Nice_White_Lady Not good, not in crisis mode or anything just yet but this weather isn't helping my depression.",1,1,1
Me and @seabee90 are making tacos ,0,0,0
@LottiMorgan Not today  But soon!,0,0,0
"@RWPUSA I wonder if Donald Trump obtained any Provigil from Admiral Jackson.  Side effects include dry mouth, agitation, nervousness and mood changes including confusion, depression and hallucinations.",1,0,0
"@laura_corbeth @Headgames66 Are you doing anything nutritionally? Depression is multi-faceted - physical, mental, emotional, spiritual. There are things that can be done on all levels. I hope you are geting help to deal with it. <Emoji: Thumbs up sign (medium light skin tone)>",1,0,0
@peetahuja looking at a waterfall wont cure my crushing depression or my zero self worth or my crippling social anxiety <Emoji: Smirking face><Emoji: Smirking face><Emoji: Smirking face>,1,1,1
@JustCodyCullen haha hello there  how are you?,0,0,0
going<Emoji: Airplane>early depression hours,1,0,0
@SusanCalman 2/2 brothers suicide when I was 30. I would welcome a chance to share my story of survival of severe depression and trauma. @AKCounsellor knows who I am,1,1,0
@disruptiveplay haha. tweeros more like it. send us pics/quotes ,0,0,0
Having a depression is so hard . You need to find a way on how to prevent it . You should not think something negative . And ofc you will having a hard time when you alone . Crying and mad at the same time . Smh,1,0,0
http://twitpic.com/6ioas - Bella - living up to her name. ,0,0,0
@annagoss yep will be fine with that ,0,0,0
"Lonely millennials twice as likely to experience depression or anxiety, finds study  http://www.independent.co.uk/life-style/millennials-lonely-depression-anxiety-mental-health-odds-doubling-unemployed-study-a8319686.htmlÂ â¦",1,0,0
indo pras festas   CLASS OF 2009  I LOVE YOU,0,0,0
Fixed my specs ,0,0,0
Hi I just finished infinity war and I purposely did not wear makeup but uhm..... depression calling my name  pic.twitter.com/dDlA0Fj27G,1,0,0
@MissVauss thank u Eb! the Vauss family is def one that I admire.. lets double date one evening! ,0,0,0
#2018goals :<Emoji: Fisted hand sign>fight my depression<Emoji: Woman weight lifting> lose another 53lbs<Emoji: Dancer> do more cardio<Emoji: Flexed biceps> become stronger and tone muscle<Emoji: Bikini> wear a bikini this summer<Emoji: Woman running> run a 5k in October<Emoji: Purple heart> be more loving<Emoji: Direct hit> finish projects<Emoji: No smoking symbol> quit smoking<Emoji: Reversed hand with middle finger extended> prove everyone wrong that ever doubted me!,1,0,0
@xSkylines erm...okay. I still prefer my stalker career. It's so much easier. ,0,0,0
@MissAvarice Binary wedding sounds cool! You can write your vows in binary code too. ,0,0,0
Abraham Lincoln suffered from depression -- He was scared to carry knives because he was afraid he'd kill himself.,1,0,0
"therapy would more than likely help combat my debilitating depression but i highly doubt there's any indig therapists out there, and if there are they are not in oklahoma lol. no other therapist could possibly understand the generational trauma that i have felt since a child.",1,0,0
http://twitpic.com/5ewie - Uncle Tony teaching Mikael how to drive! ,0,0,0
"@andreeaburciu Cibernetica, ASER, prieteni, proiecte, greutati, reusite... And we start again from Do ",0,0,0
@JimLanzalotto Absolutely! You might catch me at Mac and Manco's as well ,0,0,0
@E_Nicole LOL....Gosh...u are so right!!  ,0,0,0
insulting people who actually struggle with depression and suicidal thoughts everyday idc who started the rumor but the fact that the person let it go this far is sickening ur crazy if ur THAT desperate for attention Suicide is nothing to joke about bc the pain is so fucking real,1,0,0
"@asymmetricinfo @ThePlumLineGS It is almost the definition of anti-capitalist. No, that doesn't mean that it can't be considered as a short term sunsetting fix for a depression. So why would we discuss it now?",1,0,0
Watching Sabrina the Teenage Witch episode where her aunts make her a dream date out of man dough. It's my favorite episode ,0,0,0
@TravellingCub Low carbs/depression/bugle all work by themselves but a hearty mix of all three will provide best results.,1,0,0
"some people dont know this but cats can get depression, please sing to and walk your cats for best result thank u  pic.twitter.com/fI2Jx3ZZda",1,0,0
good morning world. i have no idea why im up this early. lets chat. hit the cell if you wanna. ,0,0,0
"@tferriss Hi Tim, what are your thoughts of Buenos Aires?  Have you you written anything on it?  Will be going there soon ",0,0,0
Unfortunately my mother is no longer with me..... So today I give a special &quot;I LOVE YOU&quot; to all the moms that are still here ,0,0,0
@ThomasShaped yaldi. Big twist in this episode ,0,0,0
@sosadtoday I have crippling depression *road chair*,1,0,0
"@pameladetlor I kind of want one, but I have no idea what I'd get, and I have a strong no-pain policy about life. ",0,1,0
Did you know there is more than one type of Depression? Take a Read and Share the Blog to Raise Awareness!  https://cureup.org/story/different-types-of-depression/Â â¦,1,0,0
@blckmgicwoman The fact that they're promoting depression. They gone go in that room & run into a dead body!,1,0,0
I know what you mean. I too have a very difficult time staying positive. I feel like my Depression has taken on a life of its own; I feel like my Depression prevents me from staying positive  https://twitter.com/nar_narbaby/status/988992029077196801Â â¦,1,1,1
@ReemaHamdan Don't you dare get sick!  ,0,0,0
What! Your #depression is back? Here are some practical things you can do if your partners depression comes back.   http://qoo.ly/nxg95Â ,1,0,0
Depression and anxietyThem shits are bitches,1,0,1
Depression and obsession don't mix well,1,0,0
"I guess it's meant to be, you and this depression lonely together forever.",1,1,0
"@rankfowler yeah, I'm talking about you! No, not really. But maybe. ",0,0,0
"Happy #WellnessWednesday! <Emoji: Leaf fluttering in wind>#DYK: research indicates that gardening is great for healing #depression, #anxiety, & #PTSD? Plus you get to harvest healing foods that boost your #immunity & #mood!#Antidepressant Microbes In #Soil: How Dirt Makes You Happy  http://www.gardeningknowhow.com/garden-how-to/soil-fertilizers/antidepressant-microbes-soilÂ â¦ pic.twitter.com/ED2nG7dkLl",1,0,0
Mmmm smells like homemade enchiladas and mexican rice ,0,0,0
just did copy cat ksnm... made over 300k  ~Caravaggio~,0,0,0
".@sirajdatoo Thank you. Will give it a look. If I'm honest, I quite like the 140 char challenge ",0,0,0
Lot of thinking about  my depression and my recovery process been a very hard two years I'm there but when you're spouse turns her back on you worst feeling ever # depression is an illness i can say I would never turn my back on anyone <Emoji: Heavy red heart>,1,1,1
"@suvanaa No problem stalker victim  I like to see what people buy, and even though I haven't seen so much of it, it like your style!",0,0,0
Who will love you.Who will be brave for you.The honest Answer is there times with Depression it can feel like know one is there.Just me.,1,0,1
Tag your level of depression  pic.twitter.com/PAwFqcsrUM,1,0,0
finally i'm home..time for playing The Sims 3 ,0,0,0
@mambaMVP24 lmao I told him that me and my Laker army on myspace are going to jump him. ,0,0,0
@DebbieFletcher oh my. sound's yummy!!!! i want one 2! ,0,0,0
awww her husband cooked for us! awesome times girls! i love you ,0,0,0
Can changes in your diet cure your depression?  http://ow.ly/m6bK30jDkQiÂ  http://ow.ly/m6bK30jDkQiÂ ,1,0,0
Had in awesomeee day )!! YAYAY  haha that rhymed.,0,0,0
Anyone care to comment on last nights Hells Kitchen?? Well.... ,0,0,0
"I broke my back carrying the burden of this dunya.Love broke me, hate shattered me, depression numbed me, and anxiety ignited my end. How naive of my soul, to burden it so heavily?Ya Rab, when I turned to You, all my worries were but a feather.  pic.twitter.com/YiyGUBqAsa",1,0,0
"@BTS_twt @blueminyoongi_ Bts helped me when i went through depression (it wasn't anything serious), though i was feeling sad everyday and nothing seemed to bring my moods up. So when i stumbled upon them, i seriously started smiling and i immediately loved their songs. And army is also like a family",1,0,1
"@uNdlunkulu_Xoli Listen to your heart , surely it telling you to keep the baby cause if you abort the child and 2 years years later he decides to end your relationship you will regret it for the rest of your life and depression will be all over you<Emoji: Face with cold sweat><Emoji: Face with cold sweat><Emoji: Face with cold sweat>",1,0,0
"Explosions and Boobs! www.explosionsandboobs.com Nothing more, nothing less! ",0,0,0
"Analysis of 2,000 millennials found that the chance of experiencing depression or anxiety among those who reported feeling lonely more than doubled.   http://ow.ly/6H1p30jFlViÂ ",1,0,0
"wyn takes 5 mins to prepare to go out, while mel takes 5 hours.  :p  happy birthday again my friend!",0,0,0
@ejcanita Evening basketball practice on a Saturday?! Weeeeeh. ,0,0,0
@scottarthart i know!!  im pretty good at it arent i! ,0,0,0
the passed four-day vacation is just wonderful !! went back to hometown and visited many places of childhood memory ,0,0,0
@pursebuzz..G-Mornin' Pursebuzz..! Coffee..? ,0,0,0
"Exercising regularly cuts risk of depression by 16%, study suggests  http://news.sky.com/story/exercising-regularly-cuts-risk-of-depression-by-16-study-suggests-11346264Â â¦ pic.twitter.com/4QYiR3iknT",1,0,0
Nice to see this finally happen in India! I remember the time when Deepika sat down for an interview to share with the world her struggle with ' Depression 'It is so imp for celebrities to share it if they are struggling with it as it makes them ' human' too ! @TrishaBShetty https://twitter.com/TrishaBShetty/status/989171613265362944Â â¦,1,0,0
"@OliviaMaynard13 You're most welcome. I don't know if you've tried this, but I found magnesium supplements helpful for my anxiety, depression, and sleep issues. Not massive quantities, just 250 mg of magnesium oxide daily helped me greatly over time.  Best of luck as you seek your best solution.",1,0,0
@matthewkempster not sarcastic at all ,0,0,0
"Ah look at the time, depression O'Clock",1,0,0
@zerohedge Do they teach history anymore? The travails of modern youth are nothing compared to the Great Depression and World War Two.,1,0,0
"Business case for ISO27001? Our client has received confirmation that having become certified they'll not lose their Â£500,000 contract ",0,0,0
"Please post: Hi guys wrote a song about what it's like to suffer from anxiety/depression. Seems to have struck a chord with some folks, anyway here it is.  https://www.facebook.com/irisharound.oz/posts/2034029536812014Â â¦",1,0,0
"@Jacob_Rees_Mogg If also an act of self harm brought by the depression of 6 years of Tory austerity, but an act of self help can get us out of this brexit madness",1,0,0
... and lastly vlogging in response to responses ,0,0,0
"My name is Derick Todd . I came to MI from OH for college. Due to unfortunate circumstances, mental struggles & depression I've faced many set backs. I just want to finish school however the finances aren't there . If you can help please do so . http://gofundme.com/dericktoddeducationfundÂ â¦",1,0,0
@Medscape Higher Rates of Depression in Sexual Minority Youth  https://www.medscape.com/viewarticle/895658?nlid=121981_4562&src=wnl_dne_180425_mscpedit&uac=83396HN&impID=1616018&faf=1?src=soc_tw_shareÂ â¦ via @medscape,1,0,0
@theshenners I accidentally made my MC depressed because she thought and behaved in the only way I could imagine based on her situation. I decided to run with it because it's rare to see SFF protagonists with chronic depression.,1,0,0
"@MillenFinServ How many memes about unemployment, the high cost of living, and depression are you encouraging people to post.",1,0,0
Doc @giasison how to treat depression po? And how to fight it?,1,0,0
"TIme to backup my computer. Back up yours too, while I'm doing mine. ",0,0,0
Wish weed was legal here would probs reduce depression rates <Emoji: Face with tears of joy>,1,0,0
"pretty epic weekend of fun and nonsense.    now?  working, then getting coffee with my dad before seeing &quot;drag me to hell!&quot;  ",0,0,1
Spending the day with @Mr_ChapmanGL at @GrassLakeCS using @AdobeSpark to create media production to show their knowledge of The Great Depression.,1,0,0
http://twitpic.com/67zkt - Grad. Present from my dad's friend ,0,0,0
i also have a lot to say about asian immigrants and the pressure to succeed which leads to depression/anxiety,1,0,0
"@kerryle: tho?i mï¿½i cï¿½i con kh?, tï¿½y ch? ch? pa ",0,0,0
I wanna sleep in late tomarrow!  Thank goodness for Saturday mornings!!!!,0,0,0
@AceConcierge Enjoying the weekend Suzie?? ,0,0,0
#3hotwords all right here  NSFW &gt;&gt; http://bit.ly/RjluN,0,0,0
"God of Wars writing is so good, it's giving me depression.Poor Boy. He's a badass.  pic.twitter.com/sfuQeTzsBH",1,0,0
More like Depression*  https://twitter.com/avengers/status/988576000349896704Â â¦,1,0,0
"@OushDA Lol mixture of two is Bipolar Depression and mania, although they both don't happen at the same.Mood swing from depression to mania",1,0,0
I HAVE CRIPPLING DEPRESSION,1,1,1
depression is hunting me<Emoji: Tired face>,1,1,1
Defeat #Depression and Execute a Normal Life Using #Valdoxan. More Information @  http://bit.ly/2HXUrOhÂ  pic.twitter.com/9s7QGow7X7,1,0,0
@sweetiemiley i ove your rolling stones shirt at mitchell mussos concert ,0,0,0
@kime13 Thank you so much...  Lovely to catch up!,0,0,0
blood test for anxiety and depression  https://goo.gl/hBbk7MÂ  #metoprolol anxiety dosage,1,0,0
"@NoHoesGeorge not gonna front when that nighttime depression kicks in and i see that ur going live it just brings out the happiness in me, that's y i'm such a fan of u",1,0,0
@dnorrisii imma try that next time ,0,0,0
@rocketman528 have a super day! ,0,0,0
An equilibrium level of gdp can occur while resources are less than fully employed or are under utilized therefore the grate depression of the 1930s can be seen as a static condition rather than a self correcting transition period,1,0,0
Playing some Badminton with my sister ,0,0,0
"@Cazzacookie68 You've probably already decided what you're going to do, but I'm not sure this person actually understands how hard depression is because they are trying to make you feel bad for not wishing them a happy birthday, so... But anyway we are always here for you<Emoji: Heavy red heart><Emoji: Heavy red heart>xx",1,0,0
in the sun heading to ryan's can't wait for catch up beers in the sun. It's been a goooood weekend!   http://twitpic.com/6cdht,0,0,0
"@Caroline_S  I know, annoying to say the least. Anyhow.. the search continues! ",0,0,0
"@TheDragan2121 My depression decided to rear it's ugly head, sadly because of a spark of Jealousy... And I hate being Jealous, so my day kinda tanked, and my week has been plunged into the depths.",1,1,1
yeah I'm a master in the STEM fieldsSocial anxietyTense disposition Everlasting depressionMajor need for constant validation,1,1,0
"How to fight depression and loneliness? Crime docs. Thanks, Golden State scum. Now I'm all watching horrific things because...I never know why, but murder shows alleviate anxiety and depression. Maybe because it makes me feel like a detective. Or maybe I just miss Robert Stack",1,0,0
@moreandagain go ahead &amp; treat urself u deserve it ,0,0,0
"How you're brought up and your personality may make you feel like being paranoid is a normal thing, but it may get you in to depression...",1,0,0
