Text,Label,text_cleaned
Last red zone Sunday for a long time ,0,red zone sunday long time
Hopelessness is the enemy of .  prevails where  persists. â€” Bryan Stevenson,0,hopelessness enemy prevails persists bryan stevenson
I just want soccer season baaaack???­???­???­ ,0,just want soccer season baack
Robert looks like a lesbian   ,0,robert look like lesbian
Found out the peraon i liked wanted to that someone else #sadness,1,peraon liked wanted sadness
Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!,1,stage month mayjune wish delete year forever
Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL!!  ,1,today just monday week going wat nightmare school
"Sleep always makes the pain go away. It might not be for long, but at least it's gone. ",1,sleep make pain away not long gone
@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,1,used wrong fowl sorry disappointment killme
Happy birthday🎉🎉❤️😘 @courtneymcm142 I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞,0,happy birthday love miss bunch amp hope amazing day beautiful
ok but real talk for a moment .... the thing with having depression from for so long from such a young age is that it's-,0,ok real talk moment thing having depression long young age is
Yep...I have them feels right now   pic.twitter.com/BafudqfBEy,0,yepi feel right
"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ",1,having good day today terrible tomorrow just want remember good day easy forget
Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! ,0,u secretly battling make year tell seek help deserve happy
When you’re so unbearably lonely that you want to die.,1,unbearably lonely want die
"Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you   ",1,tell pain fade maybe not want to thing connects
Please can all the famous people take NOTE we have 3 days left of 2016. I'm done don't wanna c another they'll be missed message ,0,famous people note day left not wanna c missed message
@MPSNutrition Welcome to #MPSVT! We are delighted to have you! #grateful #MPSVT #relationships,0,welcome mpsvt delighted you grateful mpsvt relationship
"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious",0,happy th birthday neopet retronhappy th birthday harrison ford legendarynhappy th birthday krispy kreme delicious
I know Christmas isn't about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ???¤???£   #,0,know christmas not gift honestly got sister tablet got ring light phone
" the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying ",0,road recovery long winding road that not actually conquered try die trying
@Retale It would be #awesomeness to win this for my 2 girls.,0,awesomeness win girl
"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming  one step at a time.",1,despite physically unwell past week mentally feeling strong right now genuinely excited opportunity kick make life overcoming step time
So upset about not being able to pay for tickets myself :( really want to see the lion king again!!!!! ,0,upset not able pay ticket really want lion king again
Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. ,1,laying bed pm yesterday therapy session hit harder thought would
All these David Brooks sandwich tweets are much-needed comic relief. #hilarious #sopressatta,0,david brook sandwich tweet muchneeded comic relief hilarious sopressatta
Operation hang out at the Cleveland airport today.,0,operation hang cleveland airport today
"Love you all tonight. If the holiday makes u feel  or lonely & u need someone to talk to, tweet me. I'll open my inbox for you. <3",0,love tonight holiday make u feel lonely u need talk to tweet me open inbox you
@TarekFatah Wishing you well sir... you are an extremely straightforward and jovial person...,0,wishing sir extremely straightforward jovial person
if anybody wants to talk im here,0,anybody want talk im
"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. ",0,month hiatus watch movie multiplex ugly maybe better not watching any
@RealRobFowler @BatTheMusical Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇,0,fourth visit row wow amazing ever ca not believe again whatpart brilliant
"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues!  ",0,basic long ladder net air mattress saved life missing brigade talk abt whn say need basic amenity splurging money building statue
@ntyrbbygrl U make my heart flutter,0,u make heart flutter
I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,1,feel like just waiting day day day closer life changing
If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1,life goin continue bein boring definitely not ready
How is it that a  and  person can plan better for life than the people who wanna live?!,0,person plan better life people wanna live
@ArriFaun This was such a great way to start the day lmao 🤣😂,0,great way start day lmao
I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,1,screaming inside not know make stop
Life can be so lonely sometimes.,1,life lonely sometimes
I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1,damned sick nearzero degree temperature xmas eve just want warm again
Well i guess no clockwork for me ????,1,guess clockwork
I need to work on being a stronger person emotionally ,1,need work stronger person emotionally
Well  couldn't really have done much more to spoil Christmas. Pointless beating City if we throw it away against Saints.,0,not really spoil christmas pointless beating city throw away saint
When monty and I read a list of all the great people we lost this year   ,0,monty read list great people lost year
Well it's New Year's Eve now???? tbf I don't wanna celebrate it ever again :'( never EVER happy on NYE ???­ ,1,new year eve now tbf not wanna celebrate happy nye
" or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0,nonprofit organization offer help talk
"when you care about someone and trying to help them, just hope they listen and keep positive thoughts. When they’re in “depressed”  wish I can help her. Talk with her make her smile",0,care trying help them just hope listen positive thought depressed wish help her talk make smile
It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN,0,minute arrives month begin look speak problem
"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1,here right like friend post message not share u need talk think know will kill
No Sawamura dose since last week. ,0,sawamura dose week
I’ve done enough today time 2 he,0,today time
"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1,god people victimize down like did you u jealous or life man like fkin
Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427,0,small ceramic ashtray cigar
My album of the year was   - few artists have managed to convey the modern world's horrors so beautifully. Bold move.,0,album year artist managed convey modern world horror beautifully bold move
You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( ,0,know depressed friend p stuck p dealing drama year old
Any girl want a load? ;) dm me #horny #cum #snap #dmme #cumtribute #cocktribute,0,girl want load dm horny cum snap dmme cumtribute cocktribute
"So, that new  movie was a real hoot ??’€???³  ",0,so new movie real hoot
"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",1,feeling really today guy not posting dm open want chat
"Not the  I know or grew up in. This is, the brutal reality of honest people & honest officials in state.   pic.twitter.com/eZmQpzAOBr",0,not know grew in is brutal reality honest people honest official state
Spend your day creating #smiles today!,0,spend day creating smile today
Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask,0,hard believe right world waiting contributionjesuschristwillhelpyouaccomplishyourdreamask
RT findrealhealth Using  to manage  or ? Learn the side effects  … pic.twitter.com/nGJndXHvlm,0,findrealhealth using manage learn effect
"I went all my way out from the Vaal to Jozi to submit application forms for a post that closed 11 months ago, I feel stupid, ",0,went way vaal jozi submit application form post closed month ago feel stupid
"He may not act like it, but it is true   pic.twitter.com/rlGHhOjKv3",0,not act like it true
i just need for someone to rub my head tonight ...,1,just need rub head tonight
When you ask for a triple chocolate melt down and the waiter tells you no...  ,0,ask triple chocolate melt waiter tell no
Wish I was in Las Vegas for New Years Eve! Alesso and Ingrosso are bringing the New Year in! Would love to see that!! ,0,wish la vega new year eve alesso ingrosso bringing new year in love that
Its nice to stay in a small city from time to time  #starrynight,0,nice stay small city time time starrynight
Really wish the gym wasnt closed tomorrow ... ,1,really wish gym wasnt closed tomorrow
Have you ever danced till you fainted! It has a great feeling especially when you feel depressed ,0,danced till fainted great feeling especially feel depressed
Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1,day not feel like giving not loving hugging telling love enough really upset feel failure thing right feel wrong hurt alote
Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,0,best evening adult drink wchocolate satisfaction dark hot chocolate chili powder cinnamon whiskey delicious
"please, more comments from #tweeters that don't look at charts! #adorable $snap",0,please comment tweeter not look chart adorable snap
"Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it",0,today wanking target long sexy tonguesnthat fetish long yummy tonguenif girl wantsent tongue photo love
Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. ,0,christmas day meltdown hour arguing street trying walk lunch parent
Creating this account because I’m  lol.,0,creating account lol
"When you text your mom ""there's something wrong with me"" and she don't answer :) ",0,text mom there wrong me not answer
I just wanna lay up with bae rn ,0,just wanna lay bae rn
@traviswall Strange Fruit. Wow. The story of what America was and what it can be. #brilliant #soyouthinkyoucandance,0,strange fruit wow story america be brilliant soyouthinkyoucandance
It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0,take muscle laugh frown stop facial amp mental aging too laugh strongly amp lead effectively leadership
It always hurts to be the one who cared more ??,1,hurt cared
Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1,music refuge crawl space note curl loneliness
'I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,0,i think dream motivate fear paralyze u chris hogan dream fear life
huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku,0,huddling flamesndo not let poetry scare younproduction wildn haiku
Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  ,0,week nyc ca not beleive month already time go fast
Is today YOUR day?  to choose happiness + success over  + failure  pic.twitter.com/jp1pghgs8H,0,today day choose happiness success failure
Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  ,1,im stressed frustrated right now im not this
Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1,bad thinking bout saying fucc work gettin drunk
Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1,working day new eve day oh miss childhood long christmasnew year break
"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",1,russia saudia iran want use extra man die battlefield world happily join
Why is an alarm clock going 'off' when it actually turns on? #alarm #alarmclock #ThursdayThoughts,0,alarm clock going off actually turn on alarm alarmclock thursdaythoughts
Hopeless Zone Where Privileged Americans Level 04 Are Not Progressing ...   pic.twitter.com/tPhsJPCDdf,0,hopeless zone privileged american level not progressing
Bout to cry 😭 I just wanna sleep I hate this job 😩,1,bout just wanna sleep hate job
@Jesus_Luvs_Us Hello Jillian &amp; JC - a nice wisg from Betty for blessings to us all - I wish you the same - have a wonderful Tuesday! 😀,0,hello jillian amp jc nice wisg betty blessing wish wonderful tuesday
"Hell's teeth, this day just gets better. No Her earlier; dragged into the office; assumed she was already there. She's not. ",0,hell teeth day just get better earlier dragged office assumed there not
"Christmas means ""Love Actually"" for me.    ??¥ƒ??’”???­",0,christmas mean love actually me
@umainoo if you had a bad day cheer up lov!!! ♡♡,0,bad day cheer lov
Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  ,0,bingepurge once eatpurge once thirty fuck this going bed
Roses are pine green buttercups are aliceblue sugar is sweet and so on,0,rose pine green buttercup aliceblue sugar sweet
Why didn't I book today and tomorrow off??!!!! ,0,did not book today tomorrow off
Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,0,happy birthday hope lovely wonderful day fellow cancer fist bump
This is why our services are so important   pic.twitter.com/4m1znv2l7T,0,service important
@AishaRuby85 thank you very much. I keep gettin the excited kid on ur bday feeling 😊,0,thank much gettin excited kid ur bday feeling
 and  partners in crime. One could lead to the other.Both effective in destroying lives and the spirit of young and old!,0,partner crime lead otherboth effective destroying life spirit young old
"So today, the love of my life moved in with me 😍😉😘 #happy #excited",0,today love life moved happy excited
@ZELO96 That's right! Keep laughing and always smile 🙂🙃😉\nNow wat the heck was deleted I just woke up 😉😏,0,right laughing smile nnow wat heck deleted just woke
6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,0,day cooldown csgo competitive cause kicked afk thats dumb
When the male elves on lord of the rings have better hair than you... ,0,male elf lord ring better hair you
I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1,wish way dealing pain instead just hold sleeping child
@KB_KrishnaBeura @Twitter @TwitterIndia @verified Congrats Krishna sir 😃,0,congrats krishna sir
How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!,0,come there support advice people credit frowned upon disgusting
If you are struggling with   this festive season. We are open 24/7 to offer . Call 0800 132 737. pw,0,struggling festive season open offer pw
every time i think abt hobi crying i start crying,1,time think abt hobi cry start cry
My hittas a shake the spot if I point my finger,0,hittas shake spot point finger
"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",1,starting feel better probably couple day better mood not overnight sure heck time
Leaving in 2 days    ??’”??’”???­???­???­???­???­???­???­???­???­???­,0,leaving day
@DebraHorrocks @Fash_Rev have some shocking stats #fashionrevolution,0,shocking stats fashionrevolution
The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1,ae fucking spot right honestly make wanty
Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1,come on took extra mg medication kicking butt today think just gonna
Why can't the voices in my head shut up?!  ,1,voice head shut up
@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),0,earpiece feed gruelling question irate news editor
"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",1,me light float air me fall point called suicide
 is more harmful than you may think!  pic.twitter.com/LBHOUTajtK,0,harmful think
"Watching the Victoria secret fashion show was an error, never want to eat again  ",0,watching victoria secret fashion error want eat
@spreecoza Wish Spree could stock up on more shoes in the bigger size range! Always miss the promotions!,0,wish spree stock shoe bigger size range miss promotion
Might as well just sleep  ???¥,1,just sleep
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1,leave unasked unanswered question grandparent sadness myroots abuelitos
Think ill have a nap - need it after that game,0,think ill nap need game
"being an entrepreneur at 18 is a real blessing 🙏🏼 the flexibility, doing what you love, and being the one in charge is #great #blessed",0,entrepreneur real blessing flexibility doing love charge great blessed
Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com/HjjybMDHaX,0,low brain serotonin level range emotion available sufferer major depressive disorder
Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1,spare thought tonight suffering not easy feel celebrating
i finished parks & rec twice now  :( ,0,finished park rec twice
Nothing better than a clear head #smiles all round,0,better clear head smile round
The new Era f Justice *2night I'm calling n all prayer intercessors&warriors 2pray against tht strong spirit f  fr the Election,0,new era f justice night calling n prayer intercessorswarriors pray tht strong spirit f fr election
@cpwomensopen @BrookeHenderson @CHEOhospital @OttawaHuntClub #Priceless  love those #smiles,0,priceless love smile
@PearlJam YES!!! Love it!!! 💞💞💞🎶🎶🎶🎥⚾⚾⚾👏👏👏 #thankyou #awesomeness,0,yes love it thankyou awesomeness
"once again, good afternoon to the uk charts only the us charts could take some notes from us 😊",0,again good afternoon uk chart chart note
Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 🙋🏽‍♂️🙋🏽‍♂️ #Qld by 8,0,excited mighty maroon blue gonna spectacular game qld
I felt myself #laughing so hard in my sleep ...now I don't remember why🤦🏾‍♀️😂😂😂,0,felt laughing hard sleep now not remember
Tonight ended exactly how I didn't want it to,1,tonight ended exactly did not want
When you wished you never woke  ,1,wished woke
"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??",0,deeper deeper river flow downstream degrading strongest mineral
What a day!!! What a month!!! #solucky #blessed #cloud9 #ecstatic 👰😆🚘💞,0,day month solucky blessed cloud ecstatic
"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.",0,want winbut swear lost anything victory sweet taste bitterness defeat
And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1,big black dog sat reminded pain chronic pain work year ahead
@FreshFryBread lol! How am I supposed 2 play said tune when   ect?,0,lol supposed play said tune ect
Not a new thing Am use to it  â€” feeling lonely,1,not new thing use feeling lonely
New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   ,0,new year eve smh wish miss u ur smile ur laugh want cnt
You are not and never will be ALONE. We are all deeply interconnected.,0,not alone deeply interconnected
"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",0,hello fellow gamers tell nazi
125   ?????????????????   ?????????????????????ww   ????????????????????????w??????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????ww   ?????????????????????????.......    ????????????????????   ??????????????????????????????????????????????w  pic.twitter.com/4EQO8kFgbo,0,ww w ww w
"It’s a painfully hopeless life to live, with the mistake of keep trying not to hope of hoping not making more mistakes.  pic.twitter.com/fUuOChsdyf",0,painfully hopeless life live mistake trying not hope hoping not making mistake
Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,1,cut ankle easier hide handle people finding pretend care hurt
"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",1,morning got anxiety fucking sickk bro
madly in love with the love of @ActionBronson for food. &lt;3  &lt;3  &lt;3  #fuckthatis,0,madly love love food lt lt lt fuckthatis
'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39,0,the happiest moment life not actually spent laughing smiling time people aroundn jonaxxbbtwkab
Some people make your laugh a little louder. Your smile a little brighter. and your life a little better,0,people make laugh little louder smile little brighter life little better
I'm starting to lose faith in me getting better..,1,starting lose faith getting better
"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania.",0,time suffer disorder spend not mania hypomania
happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,0,happy birthday bb hope u amazing birthday
I don't know why but I'm suddenly very  ????,1,not know suddenly
why would someone write a movie like The Fault in Our Stars? :'( ,0,write movie like fault star
"The only possible  for  is trying to convince him/her by a huge . Of course they are right, come on!",0,possible trying convince himher huge course right come on
"When teens feel down, there are ways they can cope with these feelings to avoid serious , such as make new friends or social connections and participate in sports or school activities. Call Focus & Balance at 210-858-9980 to learn more and see how we can help.  pic.twitter.com/ydrYcTBD2r",0,teen feel down way cope feeling avoid make new friend social connection participate sport school activity focus balance learn help
"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M",0,clinically ft dec
@RegPCB I like a world where Love Island drarms is the worst thing I've got to worry about.,0,like world love island drarms worst thing got worry about
I'm gonna die because of my fucking finals,0,gonna die fucking final
Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,0,dan because because parent rt minute sleep danisnotonfire
"Everything seems wrong and I don't know what to do anymore, it's just so hard   ",1,wrong not know anymore just hard
There is a  in this world that you can see it in the movement of the hands of a clock Bukowski  pic.twitter.com/SMPkHU3twN,0,world movement hand clock bukowski
Grind smarter.  #Hustle #Grind,0,grind smarter hustle grind
". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?",0,thinking supposed be yes feel
Wish there was more to my life??‘½   ,1,wish life
Good morning. ❤️ Start every #morning by waking up and thinking of the things you're #grateful for. 🙏 #goodmorning,0,good morning start morning waking thinking thing grateful for goodmorning
Crying so much…I fuck up… he's just reading my messages…,1,cry muchi fuck just reading message
Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay,0,gop senator refuse repealandreplace need bear wrath constituent poll home state healthcare pricepay
Very happy to see anohni make the very nice  nominated list! That's where I'm putting my vote... ,0,happy anohni make nice nominated list putting vote
"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1,light world turned on shrouded darkness
So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,1,guy likepretend liked mesighhating life lot feel like happy
 exists in places places of lawlessness or dysfunctional governing management,0,exists place place lawlessness dysfunctional governing management
"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1,hated suicide think it comforting try
@SkyNews @CNN @cnnbrk watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,0,watching totalsolareclipse ur channel right amazing happening usa
I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,0,help gun lawsbackground check not enough problem n country alleviate unnecessary suffering n country continue experience consequence hurt ppl hurt ppl love support prevents heals
How can i impress my crush if i always start acting weird when she talks to me or near me,0,impress crush start acting weird talk near
I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,1,blue ball
My daily actions are congruent with my big goals.  I feel incredible about myself. #goals #success #justdoit #happy #enjoy #life,0,daily action congruent big goal feel incredible myself goal success justdoit happy enjoy life
Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,1,achieved thing planned holiday period ca not motivated honest not point
I really don't know what I'm going to do about Christmas.,0,really not know going christmas
and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !!,0,clearly breathless coverage not covering real collusion story dnc amp ukrainecollusion
"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  ",0,im getting drunk mont blanc watching big bang theory eating cake
All I want for Christmas is my daughters to come home ?? is that to much,1,want christmas daughter come home
@kikisshh @gyorzeppeli 14 year old me is crying in delight right noW AXELLLLLLLLLL  ♥♥♥♥♥,0,year old cry delight right axell
Wasted breath. I wish you more smiles and less stress for the new year.     pic.twitter.com/BpqfpIYq9C,0,wasted breath wish smile stress new year
"@helen_bywater @SDWorxUKI @TonynJo9091 Congratulations Jo, that's fantastic #30Years #inspiring",0,congratulation jo fantastic year inspiring
I just want my space and my life ????   ,1,just want space life
We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you,0,hour away toughest month people suffering lookout nearest dearest
"Reading poetry on the subway is magical. ??¦„  Oh, did I mention I'm thinking of you... ???‰  pic.twitter.com/6lNdaRZiJb",1,reading poetry subway magical oh did mention thinking you
"Chanyeol always cheering, he'll claps loudly and very happy when talks about something funny",0,chanyeol cheering clap loudly happy talk funny
@instaafp are we in for Lemar even though wenger was very coy about him in his press conference,0,lemar wenger coy press conference
Loading my pipe and smoking this depression away,1,loading pipe smoking depression away
Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,0,cat daddynn cat love instagood photooftheday beautiful cute happy fashion follo
"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",0,man laugh silly family amp friend enough life laughter goofiness silly
I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,1,people moving forward life doing great thing doing absolutely nothing
' A good laugh and a long sleep are the two best cures.' — Irish Proverb #laughter #sleep #happiness,0,good laugh long sleep best cure irish proverb laughter sleep happiness
"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",0,question follower ready few directed you not shy respond can
"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",0,discouraged failure learn it thomas j watson motivationalquote success
"@mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 😄 -Claire",0,hi miguel awesome thank updating u claire
Wanted a sweater but promised I wouldn't buy one for the rest of this month ,0,wanted sweater promised not buy rest month
@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #Whatsupwiththat #nike #adidas #?? ,0,gay not whatsupwiththat nike adidas
Tooth aches are the worst ??,0,tooth ache worst
"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",1,gone betrayal disappointment life realise better people foot away you
@D_Oliver10 oh I'm regretting it now ,0,oh regretting
"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!""",0,lawdy come people wanna help person st one say shit like smile prettier smile
Can't wait to be rid of 2014   ,1,ca not wait rid
Don't be discouraged.,0,not discouraged
"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1,came home vaca seeing run kitten house died hour later incurring severe loss blood
Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1,bro deadass suck try best make person happy end letting disappointment
@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,0,introduce season brooklyn ninenine come back
I feel I shud not b here   pic.twitter.com/U4K4guKRus,1,feel shud not b
How did I become a virus? Awareness listening the great music by  ,0,did virus awareness listening great music
"How can someone be happy at xmas, when you can't be with the ones you love?   ",1,happy xmas one love
"@hugaarondingle God, the way he said that line... 😭 💔 #amazing #loveDannyBMiller #robron",0,god way said line amazing lovedannybmiller robron
@missmarilynx Hahaha @BigScottGibson almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 😭,0,hahaha fell sofa laughing point wee jump did scared
I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like,1,wish not here longer feel worthless not know change thingsthat like
"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1,not want anymore care did go here
Headaches suck after crying so much…but he finally texted me????…,1,headache suck cry muchbut finally texted me
"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â€¦",0,billion written thoughtprovoking mind illuminating book unite connect save humanity
It is a bit depressing but I cannot wait to explore the rest of the album    pic.twitter.com/U953QJhTfU,0,bit depressing wait explore rest album
I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0,got ride witness amanda coker break year old bicycling world record awesome athlete amandacoker tdf relentless
Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  ,0,possibly worst min commentary sat through consolation not having mile drive home
Were starting an @insecurehbo club at my job. Every Monday we must be caught up on required watching. @opjumpstartlb @IssaRae ,0,starting club job monday caught required watching
"This  album is beautiful but lyrically creepy, in a good way. ",0,album beautiful lyrically creepy good way
"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",1,world raised just taketaketaketaketaketaketaketake not think left world want to positive vibe today
Does anyone else feel really weird at night time on christmas day? Like it's over after all that fuss n it's just GONE ??? ,0,doe feel really weird night time christmas day like fuss n just gone
I want a whole show of @chrislhayes just reading emojis. #adorable #inners,0,want just reading emojis adorable inners
Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,0,horny anyone horny bi sex london snapchat gaysnap hornysnap snapchatgay snapchathorny gaysnapchat hornysnapchat snapgay snap
"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",0,not need money great life eccentric creative joyful entertaining want come
"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",0,arm waist hand crouch pull with back jean ankle inside
Never tell a blonde that her hair is slowly fading to brown ,0,tell blonde hair slowly fading brown
"@CamilaLolie97 @Camila_Cabello I'm from Greece, but I'll travel anywhere arround Europe the next time she comes, just to meet her. 😊",0,greece travel arround europe time come just meet her
Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1,bought lottery ticket tonight hope win escape saturday til monday clear head bit
